	char_costume	char_popular	character	costume	parameter	rank
1245	Gambit (casual)   	Gambit	Gambit = Name Unknown	casual	speech	4
1246	Gambit (casual)   	Gambit	Gambit = Name Unknown	casual	thought	4
1247	Gambit (casual)   	Gambit	Gambit = Name Unknown	casual	narrative	4
1248	Gambit (casual)   	Gambit	Gambit = Name Unknown	casual	depicted	4
1249	Gambit (casual)   	Gambit	Gambit = Name Unknown	casual	speech	4
1250	Gambit (casual)   	Gambit	Gambit = Name Unknown	casual	thought	4
1251	Gambit (casual)   	Gambit	Gambit = Name Unknown	casual	narrative	4
1252	Gambit (casual)   	Gambit	Gambit = Name Unknown	casual	depicted	4
1253	Gambit (casual)   	Gambit	Gambit = Name Unknown	casual	speech	4
1254	Gambit (casual)   	Gambit	Gambit = Name Unknown	casual	thought	4
1255	Gambit (casual)   	Gambit	Gambit = Name Unknown	casual	narrative	4
1256	Gambit (casual)   	Gambit	Gambit = Name Unknown	casual	depicted	4
1257	Gambit (casual)   	Gambit	Gambit = Name Unknown	casual	speech	4
1258	Gambit (casual)   	Gambit	Gambit = Name Unknown	casual	thought	4
1259	Gambit (casual)   	Gambit	Gambit = Name Unknown	casual	narrative	4
1260	Gambit (casual)   	Gambit	Gambit = Name Unknown	casual	depicted	4
1261	Gambit (casual)   	Gambit	Gambit = Name Unknown	casual	speech	4
1262	Gambit (casual)   	Gambit	Gambit = Name Unknown	casual	thought	4
1263	Gambit (casual)   	Gambit	Gambit = Name Unknown	casual	narrative	4
1264	Gambit (casual)   	Gambit	Gambit = Name Unknown	casual	depicted	4
1265	Gambit (casual)   	Gambit	Gambit = Name Unknown	casual	speech	4
1266	Gambit (casual)   	Gambit	Gambit = Name Unknown	casual	thought	4
1267	Gambit (casual)   	Gambit	Gambit = Name Unknown	casual	narrative	4
1268	Gambit (casual)   	Gambit	Gambit = Name Unknown	casual	depicted	4
1269	Gambit (casual)   	Gambit	Gambit = Name Unknown	casual	speech	4
1270	Gambit (casual)   	Gambit	Gambit = Name Unknown	casual	thought	4
1271	Gambit (casual)   	Gambit	Gambit = Name Unknown	casual	narrative	4
1272	Gambit (casual)   	Gambit	Gambit = Name Unknown	casual	depicted	4
1273	Gambit (casual)   	Gambit	Gambit = Name Unknown	casual	speech	4
1274	Gambit (casual)   	Gambit	Gambit = Name Unknown	casual	thought	4
1275	Gambit (casual)   	Gambit	Gambit = Name Unknown	casual	narrative	4
1276	Gambit (casual)   	Gambit	Gambit = Name Unknown	casual	depicted	4
1277	Gambit (casual)   	Gambit	Gambit = Name Unknown	casual	speech	4
1278	Gambit (casual)   	Gambit	Gambit = Name Unknown	casual	thought	4
1279	Gambit (casual)   	Gambit	Gambit = Name Unknown	casual	narrative	4
1280	Gambit (casual)   	Gambit	Gambit = Name Unknown	casual	depicted	4
1281	Gambit (casual)   	Gambit	Gambit = Name Unknown	casual	speech	4
1282	Gambit (casual)   	Gambit	Gambit = Name Unknown	casual	thought	4
1283	Gambit (casual)   	Gambit	Gambit = Name Unknown	casual	narrative	4
1284	Gambit (casual)   	Gambit	Gambit = Name Unknown	casual	depicted	4
1285	Gambit (casual)   	Gambit	Gambit = Name Unknown	casual	speech	4
1286	Gambit (casual)   	Gambit	Gambit = Name Unknown	casual	thought	4
1287	Gambit (casual)   	Gambit	Gambit = Name Unknown	casual	narrative	4
1288	Gambit (casual)   	Gambit	Gambit = Name Unknown	casual	depicted	4
1289	Gambit (casual)   	Gambit	Gambit = Name Unknown	casual	speech	4
1290	Gambit (casual)   	Gambit	Gambit = Name Unknown	casual	thought	4
1291	Gambit (casual)   	Gambit	Gambit = Name Unknown	casual	narrative	4
1292	Gambit (casual)   	Gambit	Gambit = Name Unknown	casual	depicted	4
1293	Gambit (casual)   	Gambit	Gambit = Name Unknown	casual	speech	4
1294	Gambit (casual)   	Gambit	Gambit = Name Unknown	casual	thought	4
1295	Gambit (casual)   	Gambit	Gambit = Name Unknown	casual	narrative	4
1296	Gambit (casual)   	Gambit	Gambit = Name Unknown	casual	depicted	4
1297	Gambit (casual)   	Gambit	Gambit = Name Unknown	casual	speech	4
1298	Gambit (casual)   	Gambit	Gambit = Name Unknown	casual	thought	4
1299	Gambit (casual)   	Gambit	Gambit = Name Unknown	casual	narrative	4
1300	Gambit (casual)   	Gambit	Gambit = Name Unknown	casual	depicted	4
1301	Gambit (casual)   	Gambit	Gambit = Name Unknown	casual	speech	4
1302	Gambit (casual)   	Gambit	Gambit = Name Unknown	casual	thought	4
1303	Gambit (casual)   	Gambit	Gambit = Name Unknown	casual	narrative	4
1304	Gambit (casual)   	Gambit	Gambit = Name Unknown	casual	depicted	4
1305	Gambit (casual)   	Gambit	Gambit = Name Unknown	casual	speech	4
1306	Gambit (casual)   	Gambit	Gambit = Name Unknown	casual	thought	4
1307	Gambit (casual)   	Gambit	Gambit = Name Unknown	casual	narrative	4
1308	Gambit (casual)   	Gambit	Gambit = Name Unknown	casual	depicted	4
1309	Gambit (casual)   	Gambit	Gambit = Name Unknown	casual	speech	4
1310	Gambit (casual)   	Gambit	Gambit = Name Unknown	casual	thought	4
1311	Gambit (casual)   	Gambit	Gambit = Name Unknown	casual	narrative	4
1312	Gambit (casual)   	Gambit	Gambit = Name Unknown	casual	depicted	4
1313	Gambit (casual)   	Gambit	Gambit = Name Unknown	casual	speech	4
1314	Gambit (casual)   	Gambit	Gambit = Name Unknown	casual	thought	4
1315	Gambit (casual)   	Gambit	Gambit = Name Unknown	casual	narrative	4
1316	Gambit (casual)   	Gambit	Gambit = Name Unknown	casual	depicted	4
1317	Gambit (casual)   	Gambit	Gambit = Name Unknown	casual	speech	4
1318	Gambit (casual)   	Gambit	Gambit = Name Unknown	casual	thought	4
1319	Gambit (casual)   	Gambit	Gambit = Name Unknown	casual	narrative	4
1320	Gambit (casual)   	Gambit	Gambit = Name Unknown	casual	depicted	4
1321	Gambit (casual)   	Gambit	Gambit = Name Unknown	casual	speech	4
1322	Gambit (casual)   	Gambit	Gambit = Name Unknown	casual	thought	4
1323	Gambit (casual)   	Gambit	Gambit = Name Unknown	casual	narrative	4
1324	Gambit (casual)   	Gambit	Gambit = Name Unknown	casual	depicted	4
1325	Gambit (casual)   	Gambit	Gambit = Name Unknown	casual	speech	4
1326	Gambit (casual)   	Gambit	Gambit = Name Unknown	casual	thought	4
1327	Gambit (casual)   	Gambit	Gambit = Name Unknown	casual	narrative	4
1328	Gambit (casual)   	Gambit	Gambit = Name Unknown	casual	depicted	4
1329	Gambit (casual)   	Gambit	Gambit = Name Unknown	casual	speech	4
1330	Gambit (casual)   	Gambit	Gambit = Name Unknown	casual	thought	4
1331	Gambit (casual)   	Gambit	Gambit = Name Unknown	casual	narrative	4
1332	Gambit (casual)   	Gambit	Gambit = Name Unknown	casual	depicted	4
1333	Gambit (casual)   	Gambit	Gambit = Name Unknown	casual	speech	4
1334	Gambit (casual)   	Gambit	Gambit = Name Unknown	casual	thought	4
1335	Gambit (casual)   	Gambit	Gambit = Name Unknown	casual	narrative	4
1336	Gambit (casual)   	Gambit	Gambit = Name Unknown	casual	depicted	4
1337	Gambit (casual)   	Gambit	Gambit = Name Unknown	casual	speech	4
1338	Gambit (casual)   	Gambit	Gambit = Name Unknown	casual	thought	4
1339	Gambit (casual)   	Gambit	Gambit = Name Unknown	casual	narrative	4
1340	Gambit (casual)   	Gambit	Gambit = Name Unknown	casual	depicted	4
1341	Gambit (casual)   	Gambit	Gambit = Name Unknown	casual	speech	4
1342	Gambit (casual)   	Gambit	Gambit = Name Unknown	casual	thought	4
1343	Gambit (casual)   	Gambit	Gambit = Name Unknown	casual	narrative	4
1344	Gambit (casual)   	Gambit	Gambit = Name Unknown	casual	depicted	4
1345	Gambit (casual)   	Gambit	Gambit = Name Unknown	casual	speech	4
1346	Gambit (casual)   	Gambit	Gambit = Name Unknown	casual	thought	4
1347	Gambit (casual)   	Gambit	Gambit = Name Unknown	casual	narrative	4
1348	Gambit (casual)   	Gambit	Gambit = Name Unknown	casual	depicted	4
1349	Gambit (casual)   	Gambit	Gambit = Name Unknown	casual	speech	4
1350	Gambit (casual)   	Gambit	Gambit = Name Unknown	casual	thought	4
1351	Gambit (casual)   	Gambit	Gambit = Name Unknown	casual	narrative	4
1352	Gambit (casual)   	Gambit	Gambit = Name Unknown	casual	depicted	4
1353	Gambit (casual)   	Gambit	Gambit = Name Unknown	casual	speech	4
1354	Gambit (casual)   	Gambit	Gambit = Name Unknown	casual	thought	4
1355	Gambit (casual)   	Gambit	Gambit = Name Unknown	casual	narrative	4
1356	Gambit (casual)   	Gambit	Gambit = Name Unknown	casual	depicted	4
1357	Gambit (casual)   	Gambit	Gambit = Name Unknown	casual	speech	4
1358	Gambit (casual)   	Gambit	Gambit = Name Unknown	casual	thought	4
1359	Gambit (casual)   	Gambit	Gambit = Name Unknown	casual	narrative	4
1360	Gambit (casual)   	Gambit	Gambit = Name Unknown	casual	depicted	4
1361	Gambit (casual)   	Gambit	Gambit = Name Unknown	casual	speech	4
1362	Gambit (casual)   	Gambit	Gambit = Name Unknown	casual	thought	4
1363	Gambit (casual)   	Gambit	Gambit = Name Unknown	casual	narrative	4
1364	Gambit (casual)   	Gambit	Gambit = Name Unknown	casual	depicted	4
1365	Gambit (casual)   	Gambit	Gambit = Name Unknown	casual	speech	4
1366	Gambit (casual)   	Gambit	Gambit = Name Unknown	casual	thought	4
1367	Gambit (casual)   	Gambit	Gambit = Name Unknown	casual	narrative	4
1368	Gambit (casual)   	Gambit	Gambit = Name Unknown	casual	depicted	4
1369	Gambit (casual)   	Gambit	Gambit = Name Unknown	casual	speech	4
1370	Gambit (casual)   	Gambit	Gambit = Name Unknown	casual	thought	4
1371	Gambit (casual)   	Gambit	Gambit = Name Unknown	casual	narrative	4
1372	Gambit (casual)   	Gambit	Gambit = Name Unknown	casual	depicted	4
1373	Gambit (casual)   	Gambit	Gambit = Name Unknown	casual	speech	4
1374	Gambit (casual)   	Gambit	Gambit = Name Unknown	casual	thought	4
1375	Gambit (casual)   	Gambit	Gambit = Name Unknown	casual	narrative	4
1376	Gambit (casual)   	Gambit	Gambit = Name Unknown	casual	depicted	4
1377	Gambit (casual)   	Gambit	Gambit = Name Unknown	casual	speech	4
1378	Gambit (casual)   	Gambit	Gambit = Name Unknown	casual	thought	4
1379	Gambit (casual)   	Gambit	Gambit = Name Unknown	casual	narrative	4
1380	Gambit (casual)   	Gambit	Gambit = Name Unknown	casual	depicted	4
1381	Gambit (casual)   	Gambit	Gambit = Name Unknown	casual	speech	4
1382	Gambit (casual)   	Gambit	Gambit = Name Unknown	casual	thought	4
1383	Gambit (casual)   	Gambit	Gambit = Name Unknown	casual	narrative	4
1384	Gambit (casual)   	Gambit	Gambit = Name Unknown	casual	depicted	4
1385	Gambit (casual)   	Gambit	Gambit = Name Unknown	casual	speech	4
1386	Gambit (casual)   	Gambit	Gambit = Name Unknown	casual	thought	4
1387	Gambit (casual)   	Gambit	Gambit = Name Unknown	casual	narrative	4
1388	Gambit (casual)   	Gambit	Gambit = Name Unknown	casual	depicted	4
1389	Gambit (casual)   	Gambit	Gambit = Name Unknown	casual	speech	4
1390	Gambit (casual)   	Gambit	Gambit = Name Unknown	casual	thought	4
1391	Gambit (casual)   	Gambit	Gambit = Name Unknown	casual	narrative	4
1392	Gambit (casual)   	Gambit	Gambit = Name Unknown	casual	depicted	4
1393	Gambit (casual)   	Gambit	Gambit = Name Unknown	casual	speech	4
1394	Gambit (casual)   	Gambit	Gambit = Name Unknown	casual	thought	4
1395	Gambit (casual)   	Gambit	Gambit = Name Unknown	casual	narrative	4
1396	Gambit (casual)   	Gambit	Gambit = Name Unknown	casual	depicted	4
1397	Gambit (casual)   	Gambit	Gambit = Name Unknown	casual	speech	4
1398	Gambit (casual)   	Gambit	Gambit = Name Unknown	casual	thought	4
1399	Gambit (casual)   	Gambit	Gambit = Name Unknown	casual	narrative	4
1400	Gambit (casual)   	Gambit	Gambit = Name Unknown	casual	depicted	4
1401	Gambit (casual)   	Gambit	Gambit = Name Unknown	casual	speech	4
1402	Gambit (casual)   	Gambit	Gambit = Name Unknown	casual	thought	4
1403	Gambit (casual)   	Gambit	Gambit = Name Unknown	casual	narrative	4
1404	Gambit (casual)   	Gambit	Gambit = Name Unknown	casual	depicted	4
1405	Gambit (casual)   	Gambit	Gambit = Name Unknown	casual	speech	4
1406	Gambit (casual)   	Gambit	Gambit = Name Unknown	casual	thought	4
1407	Gambit (casual)   	Gambit	Gambit = Name Unknown	casual	narrative	4
1408	Gambit (casual)   	Gambit	Gambit = Name Unknown	casual	depicted	4
1409	Gambit (casual)   	Gambit	Gambit = Name Unknown	casual	speech	4
1410	Gambit (casual)   	Gambit	Gambit = Name Unknown	casual	thought	4
1411	Gambit (casual)   	Gambit	Gambit = Name Unknown	casual	narrative	4
1412	Gambit (casual)   	Gambit	Gambit = Name Unknown	casual	depicted	4
1413	Gambit (casual)   	Gambit	Gambit = Name Unknown	casual	speech	4
1414	Gambit (casual)   	Gambit	Gambit = Name Unknown	casual	thought	4
1415	Gambit (casual)   	Gambit	Gambit = Name Unknown	casual	narrative	4
1416	Gambit (casual)   	Gambit	Gambit = Name Unknown	casual	depicted	4
1417	Gambit (casual)   	Gambit	Gambit = Name Unknown	casual	speech	4
1418	Gambit (casual)   	Gambit	Gambit = Name Unknown	casual	thought	4
1419	Gambit (casual)   	Gambit	Gambit = Name Unknown	casual	narrative	4
1420	Gambit (casual)   	Gambit	Gambit = Name Unknown	casual	depicted	4
1421	Gambit (casual)   	Gambit	Gambit = Name Unknown	casual	speech	4
1422	Gambit (casual)   	Gambit	Gambit = Name Unknown	casual	thought	4
1423	Gambit (casual)   	Gambit	Gambit = Name Unknown	casual	narrative	4
1424	Gambit (casual)   	Gambit	Gambit = Name Unknown	casual	depicted	4
1425	Gambit (casual)   	Gambit	Gambit = Name Unknown	casual	speech	4
1426	Gambit (casual)   	Gambit	Gambit = Name Unknown	casual	thought	4
1427	Gambit (casual)   	Gambit	Gambit = Name Unknown	casual	narrative	4
1428	Gambit (casual)   	Gambit	Gambit = Name Unknown	casual	depicted	4
1429	Gambit (casual)   	Gambit	Gambit = Name Unknown	casual	speech	4
1430	Gambit (casual)   	Gambit	Gambit = Name Unknown	casual	thought	4
1431	Gambit (casual)   	Gambit	Gambit = Name Unknown	casual	narrative	4
1432	Gambit (casual)   	Gambit	Gambit = Name Unknown	casual	depicted	4
1433	Gambit (casual)   	Gambit	Gambit = Name Unknown	casual	speech	4
1434	Gambit (casual)   	Gambit	Gambit = Name Unknown	casual	thought	4
1435	Gambit (casual)   	Gambit	Gambit = Name Unknown	casual	narrative	4
1436	Gambit (casual)   	Gambit	Gambit = Name Unknown	casual	depicted	4
1437	Gambit (casual)   	Gambit	Gambit = Name Unknown	casual	speech	4
1438	Gambit (casual)   	Gambit	Gambit = Name Unknown	casual	thought	4
1439	Gambit (casual)   	Gambit	Gambit = Name Unknown	casual	narrative	4
1440	Gambit (casual)   	Gambit	Gambit = Name Unknown	casual	depicted	4
1441	Gambit (casual)   	Gambit	Gambit = Name Unknown	casual	speech	4
1442	Gambit (casual)   	Gambit	Gambit = Name Unknown	casual	thought	4
1443	Gambit (casual)   	Gambit	Gambit = Name Unknown	casual	narrative	4
1444	Gambit (casual)   	Gambit	Gambit = Name Unknown	casual	depicted	4
1445	Gambit (casual)   	Gambit	Gambit = Name Unknown	casual	speech	4
1446	Gambit (casual)   	Gambit	Gambit = Name Unknown	casual	thought	4
1447	Gambit (casual)   	Gambit	Gambit = Name Unknown	casual	narrative	4
1448	Gambit (casual)   	Gambit	Gambit = Name Unknown	casual	depicted	4
1449	Gambit (casual)   	Gambit	Gambit = Name Unknown	casual	speech	4
1450	Gambit (casual)   	Gambit	Gambit = Name Unknown	casual	thought	4
1451	Gambit (casual)   	Gambit	Gambit = Name Unknown	casual	narrative	4
1452	Gambit (casual)   	Gambit	Gambit = Name Unknown	casual	depicted	4
1453	Gambit (casual)   	Gambit	Gambit = Name Unknown	casual	speech	4
1454	Gambit (casual)   	Gambit	Gambit = Name Unknown	casual	thought	4
1455	Gambit (casual)   	Gambit	Gambit = Name Unknown	casual	narrative	4
1456	Gambit (casual)   	Gambit	Gambit = Name Unknown	casual	depicted	4
1457	Gambit (casual)   	Gambit	Gambit = Name Unknown	casual	speech	4
1458	Gambit (casual)   	Gambit	Gambit = Name Unknown	casual	thought	4
1459	Gambit (casual)   	Gambit	Gambit = Name Unknown	casual	narrative	4
1460	Gambit (casual)   	Gambit	Gambit = Name Unknown	casual	depicted	4
1461	Gambit (casual)   	Gambit	Gambit = Name Unknown	casual	speech	4
1462	Gambit (casual)   	Gambit	Gambit = Name Unknown	casual	thought	4
1463	Gambit (casual)   	Gambit	Gambit = Name Unknown	casual	narrative	4
1464	Gambit (casual)   	Gambit	Gambit = Name Unknown	casual	depicted	4
1465	Gambit (casual)   	Gambit	Gambit = Name Unknown	casual	speech	4
1466	Gambit (casual)   	Gambit	Gambit = Name Unknown	casual	thought	4
1467	Gambit (casual)   	Gambit	Gambit = Name Unknown	casual	narrative	4
1468	Gambit (casual)   	Gambit	Gambit = Name Unknown	casual	depicted	4
1469	Gambit (casual)   	Gambit	Gambit = Name Unknown	casual	speech	4
1470	Gambit (casual)   	Gambit	Gambit = Name Unknown	casual	thought	4
1471	Gambit (casual)   	Gambit	Gambit = Name Unknown	casual	narrative	4
1472	Gambit (casual)   	Gambit	Gambit = Name Unknown	casual	depicted	4
1473	Magneto (costumed)   	Magneto	Magneto = Erik Magnus*	costumed	speech	2
1474	Magneto (costumed)   	Magneto	Magneto = Erik Magnus*	costumed	thought	2
1475	Magneto (costumed)   	Magneto	Magneto = Erik Magnus*	costumed	narrative	2
1476	Magneto (costumed)   	Magneto	Magneto = Erik Magnus*	costumed	depicted	2
1477	Magneto (costumed)   	Magneto	Magneto = Erik Magnus*	costumed	speech	2
1478	Magneto (costumed)   	Magneto	Magneto = Erik Magnus*	costumed	thought	2
1479	Magneto (costumed)   	Magneto	Magneto = Erik Magnus*	costumed	narrative	2
1480	Magneto (costumed)   	Magneto	Magneto = Erik Magnus*	costumed	depicted	2
1481	Magneto (costumed)   	Magneto	Magneto = Erik Magnus*	costumed	speech	2
1482	Magneto (costumed)   	Magneto	Magneto = Erik Magnus*	costumed	thought	2
1483	Magneto (costumed)   	Magneto	Magneto = Erik Magnus*	costumed	narrative	2
1484	Magneto (costumed)   	Magneto	Magneto = Erik Magnus*	costumed	depicted	2
1485	Magneto (costumed)   	Magneto	Magneto = Erik Magnus*	costumed	speech	2
1486	Magneto (costumed)   	Magneto	Magneto = Erik Magnus*	costumed	thought	2
1487	Magneto (costumed)   	Magneto	Magneto = Erik Magnus*	costumed	narrative	2
1488	Magneto (costumed)   	Magneto	Magneto = Erik Magnus*	costumed	depicted	2
1489	Magneto (costumed)   	Magneto	Magneto = Erik Magnus*	costumed	speech	2
1490	Magneto (costumed)   	Magneto	Magneto = Erik Magnus*	costumed	thought	2
1491	Magneto (costumed)   	Magneto	Magneto = Erik Magnus*	costumed	narrative	2
1492	Magneto (costumed)   	Magneto	Magneto = Erik Magnus*	costumed	depicted	2
1493	Magneto (costumed)   	Magneto	Magneto = Erik Magnus*	costumed	speech	2
1494	Magneto (costumed)   	Magneto	Magneto = Erik Magnus*	costumed	thought	2
1495	Magneto (costumed)   	Magneto	Magneto = Erik Magnus*	costumed	narrative	2
1496	Magneto (costumed)   	Magneto	Magneto = Erik Magnus*	costumed	depicted	2
1497	Magneto (costumed)   	Magneto	Magneto = Erik Magnus*	costumed	speech	2
1498	Magneto (costumed)   	Magneto	Magneto = Erik Magnus*	costumed	thought	2
1499	Magneto (costumed)   	Magneto	Magneto = Erik Magnus*	costumed	narrative	2
1500	Magneto (costumed)   	Magneto	Magneto = Erik Magnus*	costumed	depicted	2
1501	Magneto (costumed)   	Magneto	Magneto = Erik Magnus*	costumed	speech	2
1502	Magneto (costumed)   	Magneto	Magneto = Erik Magnus*	costumed	thought	2
1503	Magneto (costumed)   	Magneto	Magneto = Erik Magnus*	costumed	narrative	2
1504	Magneto (costumed)   	Magneto	Magneto = Erik Magnus*	costumed	depicted	2
1505	Magneto (costumed)   	Magneto	Magneto = Erik Magnus*	costumed	speech	2
1506	Magneto (costumed)   	Magneto	Magneto = Erik Magnus*	costumed	thought	2
1507	Magneto (costumed)   	Magneto	Magneto = Erik Magnus*	costumed	narrative	2
1508	Magneto (costumed)   	Magneto	Magneto = Erik Magnus*	costumed	depicted	2
1509	Magneto (costumed)   	Magneto	Magneto = Erik Magnus*	costumed	speech	2
1510	Magneto (costumed)   	Magneto	Magneto = Erik Magnus*	costumed	thought	2
1511	Magneto (costumed)   	Magneto	Magneto = Erik Magnus*	costumed	narrative	2
1512	Magneto (costumed)   	Magneto	Magneto = Erik Magnus*	costumed	depicted	2
1513	Magneto (costumed)   	Magneto	Magneto = Erik Magnus*	costumed	speech	2
1514	Magneto (costumed)   	Magneto	Magneto = Erik Magnus*	costumed	thought	2
