	FL1-A	FL2-A
V6777	2327	5366
V6778	193461	4785
V6779	1529	4116
V6780	464	2197
V6781	1587	4968
V6782	1592	3791
V6783	315	473
V6784	1143	2411
V6785	325429	5657
V6786	1709	6444
V6787	1392	4981
V6788	2049	8492
V6789	2480	6579
V6790	1580	4257
V6791	2509	6368
V6792	3009	8332
V6793	916	3269
V6794	2550	7505
V6795	1559	4481
V6796	226539	4468
V6797	1444	4285
V6798	1892	4071
V6799	108	644
V6800	2251	7252
V6801	254933	4273
V6802	1250	3544
V6803	1898	5898
V6804	1560	4836
V6805	3896	7531
V6806	1785	4783
V6807	1494	5578
V6808	4834	10844
V6809	4950	4250
V6810	1328	3598
V6811	1264	4386
V6812	616	1209
V6813	1414	4977
V6814	3013	2622
V6815	2148	6202
V6816	287929	5374
V6817	2856	4805
V6818	1091	3177
V6819	1237	2263
V6820	590	181
V6821	185332	8306
V6822	1471	3491
V6823	1599	4955
V6824	4413	11230
V6825	888	2174
V6826	1168	3839
V6827	2642	6701
V6828	1692	5941
V6829	3474	5235
V6830	2424	7425
V6831	1535	3140
V6832	1833	5459
V6833	1711	5824
V6834	1842	5631
V6835	2570	3503
V6836	812	3520
V6837	2012	3957
V6838	39718	2863
V6839	2563	4216
V6840	1246	3252
V6841	1686	6983
V6842	1692	4878
V6843	1610	3782
V6844	1882	4226
V6845	136	189
V6846	3314	5586
V6847	2052	5254
V6848	2490	6401
V6849	2852	7012
V6850	1539	7704
V6851	41797	7121
V6852	31868	4335
V6853	1352	5119
V6854	245	760
V6855	1862	4540
V6856	2406	3859
V6857	2833	6424
V6858	2608	2052
V6859	983	3584
V6860	2215	6743
V6861	549	413
V6862	1772	4144
V6863	1631	4319
V6864	2348	3040
V6865	558	555
V6866	2831	7857
V6867	1366	5320
V6868	1045	3193
V6869	593	2989
V6870	1930	4606
V6871	1016	3489
V6872	284	305
V6873	2224	5727
V6874	2392	5019
V6875	7211	25087
V6876	54579	2368
V6877	2407	5962
V6878	1519	3534
V6879	1124	3073
V6880	1580	5539
V6881	2062	5239
V6882	1194	967
V6883	1489	4046
V6884	1163	3165
V6885	996	3562
V6886	1761	5245
V6887	1670	2759
V6888	1628	3846
V6889	1744	4213
V6890	51010	4206
V6891	70188	3472
V6892	2658	4622
V6893	1183	3697
V6894	2814	7406
V6895	1405	4069
V6896	1826	4565
V6897	1719	5413
V6898	13771	4441
V6899	756	2408
V6900	2175	4116
V6901	441	2221
V6902	2285	6334
V6903	4939	4845
V6904	1401	4417
V6905	2105	5324
V6906	4093	3366
V6907	1944	5362
V6908	1340	3143
V6909	1777	5395
V6910	2219	7249
V6911	2169	5178
V6912	2712	3460
V6913	9645	27846
V6914	1170	2267
V6915	825	2767
V6916	2611	6824
V6917	1887	5759
V6918	1673	3206
V6919	1247	4259
V6920	6873	29486
V6921	2206	5146
V6922	441	1171
V6923	2644	7173
V6924	3180	5941
V6925	3826	7778
V6926	1601	3884
V6927	2897	7208
V6928	2186	4892
V6929	7949	25648
V6930	1983	6653
V6931	1212	3446
V6932	2433	6280
V6933	8201	30644
V6934	2121	5482
V6935	1637	4945
V6936	2024	6525
V6937	2028	6612
V6938	390	461
V6939	603	368
V6940	1121	3075
V6941	555	2244
V6942	1128	3481
V6943	449	682
V6944	1874	2174
V6945	297280	10812
V6946	2558	7109
V6947	1139	5628
V6948	3873	6937
V6949	2447	6049
V6950	2418	4275
V6951	25329	5015
V6952	1802	4636
V6953	2692	2415
V6954	1718	3869
V6955	968	2865
V6956	6424	5373
V6957	4146	8966
V6958	338133	6727
V6959	3259	5248
V6960	1331	4523
V6961	923	4278
V6962	332	243
V6963	2324	4838
V6964	2478	4847
V6965	1048	4969
V6966	2997	4888
V6967	139	328
V6968	1574	4644
V6969	2353	6412
V6970	1561	4925
V6971	2832	8892
V6972	1828	6730
V6973	1314	4426
V6974	2116	5527
V6975	6632	1264
V6976	582	913
V6977	1291	4575
V6978	9	539
V6979	1828	5109
V6980	2711	6749
V6981	2514	4971
V6982	1229	2589
V6983	2349	5273
V6984	1611	4871
V6985	116	829
V6986	1760	2658
V6987	2436	5011
V6988	1618	4497
V6989	2256	6526
V6990	3391	6381
V6991	35270	2571
V6992	1869	6240
V6993	109118	4452
V6994	17248	5415
V6995	366066	11136
V6996	1952	12512
V6997	116260	3489
V6998	2824	6483
V6999	1477	5692
V7000	218473	4561
V7001	3469	6087
V7002	1875	4940
V7003	1991	5486
V7004	1866	5736
V7005	2084	5566
V7006	5886	5756
V7007	1787	6164
V7008	150	1078
V7009	1322	3430
V7010	1455	3253
V7011	2013	4140
V7012	734	2681
V7013	2630	5536
V7014	9466	28022
V7015	1107	4111
V7016	1906	4626
V7017	2171	6702
V7018	2756	6037
V7019	1237	3910
V7020	1367	4717
V7021	2063	6381
V7022	597	906
V7023	4088	2837
V7024	3863	1913
V7025	2087	7940
V7026	315	411
V7027	1168	12315
V7028	1510	4004
V7029	3749	7196
V7030	166	444
V7031	94052	4460
V7032	1578	4841
V7033	3135	3950
V7034	2489	4837
V7035	1578	3892
V7036	2970	7436
V7037	282	282
V7038	733	1330
V7039	1664	5388
V7040	1321	4964
V7041	2413	5963
V7042	2304	7851
V7043	3406	3944
V7044	4765	2267
V7045	3023	11490
V7046	1691	4568
V7047	2043	5686
V7048	245	330
V7049	2176	3699
V7050	1947	5552
V7051	2350	6735
V7052	2606	5796
V7053	1182	4707
V7054	1426	3900
V7055	1876	5385
V7056	1899	5182
V7057	6005	12054
V7058	1772	7294
V7059	1064	4203
V7060	12522	3548
V7061	2375	6991
V7062	1863	5286
V7063	2266	7882
V7064	4639	8307
V7065	83835	2938
V7066	1303	3862
V7067	2108	5124
V7068	457	1099
V7069	3672	3391
V7070	3322	4357
V7071	1802	6006
V7072	40788	4231
V7073	2830	6090
V7074	21203	2524
V7075	2280	5015
V7076	1684	4656
V7077	2012	7236
V7078	1456	4342
V7079	2029	5353
V7080	2829	8826
V7081	151	138
V7082	556	1762
V7083	1334	3888
V7084	195312	5124
V7085	1976	5568
V7086	1392	4753
V7087	2374	9122
V7088	2243	6571
V7089	170	388
V7090	2999	7336
V7091	2356	4706
V7092	2842	5506
V7093	2059	6553
V7094	2162	8060
V7095	4021	8740
V7096	2260	3742
V7097	1598	4648
V7098	2327	7467
V7099	570	7888
V7100	6163	3212
V7101	5976	13418
V7102	926	1899
V7103	1209	5070
V7104	1658	4567
V7105	1734	5420
V7106	2021	5357
V7107	2852	5343
V7108	1430	4230
V7109	1432	3367
V7110	1660	5393
V7111	2604	6675
V7112	4527	4047
V7113	4390	9490
V7114	370	311
V7115	2207	3695
V7116	1679	4499
V7117	2585	4689
V7118	1881	3140
V7119	2678	5335
V7120	2154	6610
V7121	2186	6222
V7122	2054	4701
V7123	3161	8057
V7124	1570	3706
V7125	2302	7462
V7126	2336	6659
V7127	2136	6283
V7128	3027	6145
V7129	1815	4925
V7130	1923	6236
V7131	159	215
V7132	1734	4203
V7133	2880	3593
V7134	2411	5656
V7135	1668	4982
V7136	988	3439
V7137	2768	6824
V7138	1820	4832
V7139	2293	5249
V7140	1249	3908
V7141	2615	6042
V7142	2861	11366
V7143	2048	5746
V7144	2008	5519
V7145	1657	5253
V7146	438	529
V7147	1110	4176
V7148	2737	8834
V7149	1885	5032
V7150	1804	4195
V7151	2064	5437
V7152	2228	4732
V7153	1615	4241
V7154	1566	5680
V7155	1920	3361
V7156	2182	5888
V7157	2081	5245
V7158	1734	4298
V7159	2735	8387
V7160	1788	4989
V7161	1192	2950
V7162	149	428
V7163	2087	4686
V7164	2393	7004
V7165	2712	6260
V7166	1442	4395
V7167	1812	5571
V7168	1924	5521
V7169	2294	7174
V7170	1933	4728
V7171	2477	8313
V7172	1761	5428
V7173	2131	4890
V7174	1065	3635
V7175	1731	5404
V7176	1633	4498
V7177	1297	3867
V7178	2333	6162
V7179	1375	3353
V7180	1508	3985
V7181	441	429
V7182	2373	5853
V7183	599	1401
V7184	2873	7752
V7185	2386	5755
V7186	1051	2821
V7187	539	1286
V7188	2298	5355
V7189	2162	6789
V7190	2994	6339
V7191	81	742
V7192	1128	4845
V7193	190352	3465
V7194	545	1110
V7195	172502	5616
V7196	2703	6728
V7197	1388	5318
V7198	2660	7578
V7199	2050	4710
V7200	622	3117
V7201	2185	5211
V7202	1720	6314
V7203	1440	4626
V7204	1536	4957
V7205	2918	6028
V7206	3476	7197
V7207	1535	4410
V7208	1742	4461
V7209	2436	6501
V7210	65	431
V7211	1795	5682
V7212	1649	4864
V7213	2436	4189
V7214	1644	4664
V7215	1669	6634
V7216	1570	5181
V7217	2396	4101
V7218	1305	5328
V7219	1746	5203
V7220	1225	6668
V7221	2885	7523
V7222	4048	2355
V7223	1554	4213
V7224	1888	5304
V7225	2954	7962
V7226	1018	2802
V7227	984	1164
V7228	1969	6000
V7229	2540	6362
V7230	920	3302
V7231	2646	7668
V7232	2311	5508
V7233	2088	6102
V7234	2253	5845
V7235	2005	7054
V7236	1388	4177
V7237	2813	2302
V7238	3018	6234
V7239	2341	5743
V7240	2339	7450
V7241	1686	5876
V7242	2169	5186
V7243	2263	4858
V7244	18005	2278
V7245	1881	5850
V7246	1735	5637
V7247	1592	4346
V7248	1644	4456
V7249	2420	5738
V7250	316	1119
V7251	3660	11703
V7252	1163	6219
V7253	1401	4638
V7254	282	484
V7255	1808	5813
V7256	2073	5054
V7257	1034	4393
V7258	3657	9590
V7259	46	241
V7260	3550	11713
V7261	2786	6729
V7262	1358	4412
V7263	2042	6475
V7264	1482	3282
V7265	1115	2418
V7266	1389	2711
V7267	1408	3478
V7268	1878	3457
V7269	1592	4813
V7270	496925	8427
V7271	1607	2842
V7272	3139	8231
V7273	2379	6365
V7274	2485	7309
V7275	2262	5569
V7276	1656	5599
V7277	1806	5818
V7278	2221	5006
V7279	1315	3204
V7280	1856	4236
V7281	812	2845
V7282	1828	4610
V7283	254	943
V7284	1890	4960
V7285	2195	6764
V7286	2064	5360
V7287	1883	5833
V7288	1726	3080
V7289	2045	5757
V7290	1435	3865
V7291	3105	5591
V7292	590	584
V7293	1839	5120
V7294	1628	5209
V7295	1684	4772
V7296	2457	3285
V7297	425	1324
V7298	1914	5458
V7299	1300	4198
V7300	2893	8089
V7301	29752	14974
V7302	1789	6505
V7303	560	4981
V7304	1910	4929
V7305	4454	12070
V7306	1303	7092
V7307	1274	4040
V7308	1837	5634
V7309	1664	6028
V7310	11427	3030
V7311	1597	4153
V7312	2423	5641
V7313	5869	3820
V7314	3438	3322
V7315	89	808
V7316	1390	3537
V7317	2496	6685
V7318	238058	6888
V7319	3372	6649
V7320	388	311
V7321	1353	3612
V7322	1194	4902
V7323	1712	5063
V7324	30140	2385
V7325	2587	6668
V7326	2214	4383
V7327	1322	3367
V7328	2356	5283
V7329	1738	4970
V7330	278	116
V7331	1538	5112
V7332	17487	5401
V7333	2407	6114
V7334	1346	4165
V7335	727	730
V7336	187	1065
V7337	830	3523
V7338	2748	3357
V7339	1187	4633
V7340	2243	5704
V7341	1530	5114
V7342	1405	7016
V7343	2338	6228
V7344	1335	3795
V7345	257	269
V7346	1791	4690
V7347	226122	5742
V7348	2222	5904
V7349	2736	6893
V7350	1364	4836
V7351	2496	6891
V7352	1880	5202
V7353	1892	4621
V7354	2341	6212
V7355	1512	5960
V7356	1759	4924
V7357	2106	4626
V7358	1622	3344
V7359	1786	5159
V7360	282	575
V7361	2661	9117
V7362	1760	5356
V7363	1009	3807
V7364	891	2813
V7365	20635	5131
V7366	1936	6167
V7367	349221	6208
V7368	2286	6370
V7369	2344	6175
V7370	2457	2659
V7371	2803	6768
V7372	1519	3537
V7373	1593	5644
V7374	2455	6359
V7375	3666	10369
V7376	6579	14418
V7377	4257	9546
V7378	1766	5458
V7379	1430	5045
V7380	1366	3419
V7381	964	3787
V7382	1630	4641
V7383	633	752
V7384	2805	8198
V7385	1639	4881
V7386	2061	5477
V7387	2564	6906
V7388	1440	4096
V7389	1312	4650
V7390	1558	3437
V7391	1493	2994
V7392	24	444
V7393	1403	4760
V7394	1935	5352
V7395	1827	3733
V7396	2005	5210
V7397	6932	6262
V7398	1953	5313
V7399	1835	6159
V7400	1605	5454
V7401	2239	5617
V7402	169514	3133
V7403	7342	2237
V7404	604	4816
V7405	1251	4177
V7406	1786	4237
V7407	2228	5139
V7408	1561	4469
V7409	1543	3003
V7410	1649	3779
V7411	1470	4359
V7412	5691	13378
V7413	1763	6130
V7414	225776	6628
V7415	598	431
V7416	2042	5926
V7417	2235	5466
V7418	1829	7118
V7419	2031	6412
V7420	1171	3385
V7421	2029	6228
V7422	1838	4088
V7423	560	1973
V7424	537	169
V7425	4675	8318
V7426	4084	5228
V7427	2748	6937
V7428	1913	3990
V7429	376	420
V7430	221	470
V7431	1830	5387
V7432	3262	6095
V7433	2098	6017
V7434	1683	3479
V7435	2218	4783
V7436	1267	4282
V7437	1645	5110
V7438	5417	5390
V7439	1662	4266
V7440	2320	6511
V7441	3425	2689
V7442	13289	1759
V7443	1559	4194
V7444	308	232
V7445	388	625
V7446	2054	5145
V7447	1764	4913
V7448	1890	2787
V7449	2100	6476
V7450	1624	4157
V7451	3162	6397
V7452	1302	3665
V7453	1484	2748
V7454	1758	4556
V7455	1827	5480
V7456	3938	6524
V7457	1909	5857
V7458	1769	3971
V7459	1695	4027
V7460	3008	16810
V7461	2168	7222
V7462	2038	4745
V7463	1255	2783
V7464	60	510
V7465	1217	3459
V7466	1966	4375
V7467	2266	5080
V7468	1530	4273
V7469	974	4204
V7470	4128	4112
V7471	1562	4647
V7472	20043	3806
V7473	2392	3477
V7474	1334	1005
V7475	1633	2190
V7476	1880	5116
V7477	898	2228
V7478	1630	19055
V7479	1916	4388
V7480	1644	3479
V7481	2255	7321
V7482	11959	1754
V7483	14822	3163
V7484	2099	5156
V7485	1471	4922
V7486	218421	9220
V7487	1510	3889
V7488	7197	1904
V7489	1754	3688
V7490	1928	5609
V7491	2556	7591
V7492	294	329
V7493	2374	5395
V7494	1310	4733
V7495	140336	4423
V7496	1727	4810
V7497	1558	5027
V7498	1999	5332
V7499	2004	5782
V7500	2227	6265
V7501	1737	5351
V7502	1472	4893
V7503	1477	4964
V7504	1305	4542
V7505	110	636
V7506	1567	4385
V7507	2937	6676
V7508	2119	4536
V7509	1169	3179
V7510	1846	4146
V7511	1782	5113
V7512	2186	5756
V7513	5350	3853
V7514	3014	8983
V7515	125162	4165
V7516	2840	6489
V7517	765	905
V7518	5807	12322
V7519	1390	3248
V7520	1993	6371
V7521	2014	6753
V7522	2261	5902
V7523	1690	4746
V7524	1550	5492
V7525	1664	3167
V7526	1686	4318
V7527	936	2762
V7528	476919	9055
V7529	2616	6296
V7530	870	1624
V7531	2394	7154
V7532	2186	5281
V7533	1781	5459
V7534	2820	6327
V7535	2794	7482
V7536	2659	6689
V7537	126	249
V7538	1508	4000
V7539	164	228
V7540	2599	6788
V7541	1908	4785
V7542	827	5858
V7543	1992	4663
V7544	714	1968
V7545	396	526
V7546	1867	4717
V7547	2251	6522
V7548	2037	4878
V7549	2214	5423
V7550	1845	4829
V7551	1847	4381
V7552	1690	5066
V7553	2285	6332
V7554	324	1226
V7555	2382	5391
V7556	3103	6037
V7557	10023	3689
V7558	1320	3968
V7559	271	746
V7560	272	195
V7561	1699	5145
V7562	4239	9013
V7563	475	4915
V7564	967	3530
V7565	2552	6928
V7566	159329	5463
V7567	1061	4082
V7568	1299	2789
V7569	144	251
V7570	734	1856
V7571	1374	3733
V7572	1525	4579
V7573	1724	5195
V7574	3046	6669
V7575	901	4487
V7576	4860	6064
V7577	1086	3434
V7578	5355	4108
V7579	2149	8296
V7580	2434	4291
V7581	1591	3923
V7582	9791	2347
V7583	1867	4904
V7584	44526	3534
V7585	1121	3930
V7586	52136	2936
V7587	2474	5928
V7588	1858	5235
V7589	1827	4961
V7590	1536	4517
V7591	1874	5076
V7592	1557	5065
V7593	750	2580
V7594	2574	5602
V7595	1665	5197
V7596	258970	4404
V7597	1612	6001
V7598	1570	5204
V7599	1142	5266
V7600	613	388
V7601	11050	45667
V7602	1445	3735
V7603	381	2017
V7604	2335	5616
V7605	1566	5056
V7606	3151	8189
V7607	940	2340
V7608	2725	6391
V7609	1613	4626
V7610	1754	4969
V7611	422549	7784
V7612	1719	4822
V7613	1511	3904
V7614	44764	4954
V7615	1998	6700
V7616	1696	5288
V7617	2841	7164
V7618	1370	4211
V7619	2706	5045
V7620	2361	5337
V7621	1398	3984
V7622	811	4443
V7623	526	4050
V7624	133	620
V7625	1740	3363
V7626	1815	4609
V7627	2562	7528
V7628	2844	5078
V7629	18785	3643
V7630	2234	5767
V7631	1777	4658
V7632	62276	5358
V7633	2786	6466
V7634	1448	4053
V7635	477	94
V7636	1735	4060
V7637	111339	4696
V7638	6024	14393
V7639	2085	5323
V7640	318390	6119
V7641	1512	5290
V7642	1479	3709
V7643	1387	4897
V7644	1196	3776
V7645	127	994
V7646	3513	8721
V7647	4428	3545
V7648	1898	6027
V7649	3754	3178
V7650	3342	6546
V7651	2398	5192
V7652	2073	5445
V7653	1453	3376
V7654	128136	4292
V7655	3924	3044
V7656	1478	5544
V7657	661	420
V7658	2647	6816
V7659	2065	4299
V7660	1379	3475
V7661	40008	5320
V7662	7180	6256
V7663	1804	3818
V7664	1596	4850
V7665	395	836
V7666	4243	12939
V7667	2011	3745
V7668	1126	3227
V7669	1933	6211
V7670	356	371
V7671	9118	2323
V7672	1598	4007
V7673	761	1079
V7674	2302	3658
V7675	1630	5128
V7676	4001	5763
V7677	139	1201
V7678	1790	4893
V7679	2892	8196
V7680	11519	6401
V7681	2828	5003
V7682	2528	5977
V7683	78376	2858
V7684	1721	3509
V7685	696418	39346
V7686	2516	6994
V7687	2366	5823
V7688	2541	7283
V7689	119640	5527
V7690	1575	3768
V7691	2577	6471
V7692	1972	4769
V7693	1336	5447
V7694	1736	4674
V7695	1707	5929
V7696	1963	5356
V7697	1969	5387
V7698	216	392
V7699	6685	3377
V7700	2616	5401
V7701	78146	2062
V7702	2693	8801
V7703	1134	4096
V7704	1792	5394
V7705	1579	4580
V7706	2646	6210
V7707	2991	12450
V7708	2445	6957
V7709	91792	3046
V7710	5117	9724
V7711	1223	4870
V7712	3689	12887
V7713	1851	5312
V7714	842	2906
V7715	3177	7819
V7716	1095	2909
V7717	2064	4113
V7718	1304	4129
V7719	2140	6290
V7720	518	664
V7721	1544	5073
V7722	744	383
V7723	2622	6286
V7724	2275	5654
V7725	2511	7301
V7726	1686	4712
V7727	217	300
V7728	1768	5027
V7729	133400	4542
V7730	2164	4906
V7731	2754	6310
V7732	2247	4883
V7733	240	330
V7734	2148	5766
V7735	2752	5745
V7736	1110	3890
V7737	529241	10940
V7738	13458	3390
V7739	1275	3232
V7740	2068	3704
V7741	1495	4658
V7742	1691	4623
V7743	1256	3753
V7744	2418	6602
V7745	1611	4535
V7746	295	759
V7747	1447	4192
V7748	2045	5097
V7749	1379	7485
V7750	1659	3667
V7751	2127	6209
V7752	178729	4213
V7753	3580	2062
V7754	12590	2887
V7755	1208	1422
V7756	989	3223
V7757	29274	3344
V7758	1838	5915
V7759	1174	3137
V7760	7478	3124
V7761	78021	4067
V7762	4561	3017
V7763	2434	756
V7764	618	3586
V7765	1909	4393
V7766	2601	5564
V7767	25823	2568
V7768	1382	3654
V7769	1962	5237
V7770	295	969
V7771	1291	3787
V7772	2724	5924
V7773	3693	6012
V7774	2666	5151
V7775	2284	6650
V7776	399845	9084
V7777	2287	6564
V7778	2176	4238
V7779	1157	2703
V7780	592647	9123
V7781	1804	4936
V7782	94	367
V7783	1897	5435
V7784	1768	4800
V7785	2745	7780
V7786	819	3150
V7787	1920	5289
V7788	1782	3511
V7789	196	420
V7790	5200	12165
V7791	327	4012
V7792	1978	5880
V7793	1098	2211
V7794	1993	6751
V7795	2386	6855
V7796	2384	5491
V7797	1919	6201
V7798	1351	3885
V7799	825	2304
V7800	1499	5381
V7801	2114	5488
V7802	17	1095
V7803	283	145
V7804	1368	10275
V7805	218906	4165
V7806	2274	5243
V7807	3108	12078
V7808	1623	3733
V7809	4120	10348
V7810	199	641
V7811	372	1042
V7812	1850	5035
V7813	2246	6360
V7814	2569	6180
V7815	2257	6745
V7816	1478	3805
V7817	1472	4889
V7818	1852	4414
V7819	1979	7852
V7820	2610	6544
V7821	2580	7166
V7822	61463	2216
V7823	3862	7618
V7824	878	2513
V7825	1211	3635
V7826	1161	4033
V7827	1792	6136
V7828	1662	5045
V7829	1942	5084
V7830	1029	3549
V7831	446	929
V7832	2146	7763
V7833	2231	6282
V7834	2609	5599
V7835	20928	3254
V7836	1575	3301
V7837	2665	6699
V7838	1325	5591
V7839	291	310
V7840	1911	5842
V7841	1764	4427
V7842	2991	5796
V7843	2693	5464
V7844	2050	4869
V7845	2106	5561
V7846	2302	6122
V7847	1695	5624
V7848	1895	5121
V7849	541	998
V7850	1678	5079
V7851	2493	6471
V7852	1984	4448
V7853	1534	6251
V7854	1564	3642
V7855	1902	3221
V7856	2094	4505
V7857	2032	5516
V7858	1536	3979
V7859	1764	4832
V7860	4463	4117
V7861	578	666
V7862	2560	2085
V7863	1617	3847
V7864	1695	5475
V7865	707	160
V7866	409	5335
V7867	1736	5082
V7868	1088	1910
V7869	3548	3144
V7870	2195	5478
V7871	1686	4609
V7872	2305	5580
V7873	1883	4908
V7874	7167	3985
V7875	1932	5615
V7876	16305	4628
V7877	1112	2820
V7878	5090	3815
V7879	2652	7486
V7880	2157	6642
V7881	1595	3626
V7882	266	170
V7883	2163	7161
V7884	1264	3516
V7885	1519	3553
V7886	1859	3812
V7887	2021	5100
V7888	3463	5275
V7889	160	500
V7890	2128	5622
V7891	1070	3041
V7892	2703	6714
V7893	1716	4330
V7894	1162	10770
V7895	2249	5805
V7896	2702	6914
V7897	79294	2156
V7898	1083	3134
V7899	2376	2231
V7900	2654	7928
V7901	825	2778
V7902	1390	4810
V7903	2917	5774
V7904	470	961
V7905	314	151
V7906	972	3152
V7907	1715	6484
V7908	2350	6180
V7909	2764	5104
V7910	1464	3840
V7911	741	2568
V7912	925	602
V7913	1542	6476
V7914	1954	4318
V7915	1208	4095
V7916	92	707
V7917	2222	8051
V7918	1768	3704
V7919	1477	4714
V7920	1565	4856
V7921	2254	3536
V7922	2515	6826
V7923	1502	4345
V7924	1010	3557
V7925	2114	5387
V7926	3200	5648
V7927	1398	4604
V7928	975	3899
V7929	32837	4047
V7930	1876	4307
V7931	2593	8258
V7932	1639	2109
V7933	1569	1878
V7934	1458	6326
V7935	2426	5447
V7936	1846	5421
V7937	1517	3706
V7938	924	2940
V7939	1676	4990
V7940	2495	5400
V7941	1696	3538
V7942	1892	5975
V7943	1637	5147
V7944	2849	4870
V7945	1859	6274
V7946	50884	7044
V7947	1418	4937
V7948	2039	5917
V7949	211872	4483
V7950	951	3514
V7951	2423	7435
V7952	1658	6884
V7953	2162	6000
V7954	2484	7165
V7955	388696	8530
V7956	1810	5803
V7957	1744	4612
V7958	2181	5632
V7959	1613	5535
V7960	1328	4114
V7961	1525	4245
V7962	1638	4430
V7963	1010	2713
V7964	1597	5329
V7965	24572	5254
V7966	1833	5655
V7967	1335	3490
V7968	20	890
V7969	610	1203
V7970	4082	6900
V7971	305	876
V7972	2484	6098
V7973	3292	7927
V7974	79216	3717
V7975	254952	7474
V7976	2164	5907
V7977	1548	3758
V7978	1418	4723
V7979	1120	4824
V7980	1485	2806
V7981	1234	925
V7982	1517	5034
V7983	1742	5731
V7984	1069	341
V7985	2201	6596
V7986	1516	861
V7987	1113	2906
V7988	2479	6797
V7989	2050	5874
V7990	1772	7718
V7991	2135	3575
V7992	2249	5450
V7993	90	598
V7994	1434	4602
V7995	1748	4548
V7996	3257	8126
V7997	1328	3350
V7998	1137	2910
V7999	2635	8066
V8000	2480	7337
V8001	645	5320
V8002	2228	6668
V8003	398	285
V8004	1473	4302
V8005	1470	4138
V8006	2321	8210
V8007	2413	5134
V8008	3209	5666
V8009	412	501
V8010	2114	7060
V8011	928	4101
V8012	930	1552
V8013	1512	4340
V8014	1059	5257
V8015	40010	4406
V8016	2422	6092
V8017	2262	4655
V8018	3199	6620
V8019	1469	4463
V8020	664	1262
V8021	2099	2116
V8022	2041	5229
V8023	1240	3638
V8024	2225	2897
V8025	2274	7112
V8026	1542	5563
V8027	117	262
V8028	6913	2651
V8029	511	1813
V8030	1615	5892
V8031	1481	4221
V8032	1777	6456
V8033	2311	7580
V8034	1728	5147
V8035	1561	4123
V8036	1524	5307
V8037	3911	3430
V8038	1727	5194
V8039	2373	5625
V8040	1982	5736
V8041	2523	14566
V8042	1792	5863
V8043	2015	6761
V8044	2808	6054
V8045	1373	3777
V8046	1611	3863
V8047	1682	3631
V8048	2144	5229
V8049	1808	4397
V8050	1777	5511
V8051	3399	6378
V8052	1565	4960
V8053	2509	6782
V8054	1883	3610
V8055	2332	5436
V8056	1137	3627
V8057	293	314
V8058	1877	6010
V8059	933	436
V8060	2490	6545
V8061	2110	6061
V8062	1810	6473
V8063	1397	3563
V8064	1390	3685
V8065	1949	4004
V8066	1001	3363
V8067	440	158
V8068	2206	4549
V8069	265738	5041
V8070	3022	8128
V8071	3228	6691
V8072	2491	6682
V8073	1553	5424
V8074	2336	6106
V8075	1954	5649
V8076	2467	7187
V8077	2097	9423
V8078	814	1217
V8079	2013	6387
V8080	10854	3193
V8081	1156	3275
V8082	2755	7038
V8083	2656	5997
V8084	1181	2642
V8085	124330	4044
V8086	6930	5186
V8087	213290	5518
V8088	374	658
V8089	1437	3927
V8090	410	219
V8091	3088	7332
V8092	258145	6090
V8093	4045	9558
V8094	1744	5416
V8095	165	830
V8096	2053	5239
V8097	2645	6496
V8098	1683	5119
V8099	2212	8168
V8100	13872	3515
V8101	1813	5616
V8102	55712	1778
V8103	3413	7442
V8104	3425	4301
V8105	2724	5809
V8106	142	402
V8107	35	595
V8108	1912	6184
V8109	422	268
V8110	3084	3853
V8111	2125	6356
V8112	211	269
V8113	3421	6661
V8114	2439	7202
V8115	2506	6913
V8116	1388	3874
V8117	1731	5630
V8118	2815	5867
V8119	1355	3709
V8120	2987	5684
V8121	24	377
V8122	692	2025
V8123	2950	7356
V8124	2055	6739
V8125	2273	5187
V8126	1699	4992
V8127	1930	5526
V8128	1973	5279
V8129	1613	3262
V8130	1652	5590
V8131	2561	6620
V8132	2711	6874
V8133	1214	3185
V8134	1037	502
V8135	2088	5525
V8136	1242	3679
V8137	947	3890
V8138	310	1130
V8139	265	723
V8140	1927	5120
V8141	328699	7944
V8142	371	776
V8143	2115	5365
V8144	2250	4759
V8145	2079	6296
V8146	2767	8535
V8147	2176	5722
V8148	2457	5708
V8149	4463	4147
V8150	1607	4682
V8151	1714	5135
V8152	23952	2733
V8153	2891	7821
V8154	1927	5295
V8155	1515	3320
V8156	2631	6200
V8157	1473	4200
V8158	2155	6099
V8159	1601	4458
V8160	414628	8358
V8161	1388	4599
V8162	719	1680
V8163	18	50
V8164	1016	3169
V8165	2438	5915
V8166	1245	3007
V8167	1342	4542
V8168	497	2177
V8169	10391	2118
V8170	2371	5473
V8171	14251	1417
V8172	145816	3377
V8173	973	3071
V8174	257	275
V8175	1269	3500
