	Country	Date
R11258	CAN	4/7/20
R11259	CAN	4/8/20
R11260	CAN	4/9/20
R11261	CAN	4/10/20
R11262	CAN	4/11/20
R11263	CAN	4/12/20
R11264	CAN	4/13/20
R11265	CAN	4/14/20
R11266	CAN	4/15/20
R11267	CAN	4/16/20
R11268	CAN	4/17/20
R11269	CAN	4/18/20
R11270	CAN	4/19/20
R11271	CAN	4/20/20
R11272	CAN	4/21/20
R11273	CAN	4/22/20
R11274	CAN	4/23/20
R11275	CAN	4/24/20
R11276	CAN	4/25/20
R11277	CAN	4/26/20
R11278	CAN	4/27/20
R11279	CAN	4/28/20
R11280	CAN	4/29/20
R11281	CAN	4/30/20
R11282	CAN	5/1/20
R11283	CAN	5/2/20
R11284	CAN	5/3/20
R11285	CAN	5/4/20
R11286	CAN	5/5/20
R11287	CAN	5/6/20
R11288	CAN	5/7/20
R11289	CAN	5/8/20
R11290	CAN	5/9/20
R11291	CAN	5/10/20
R11292	CAN	5/11/20
R11293	CAN	5/12/20
R11294	CAN	5/13/20
R11295	CAN	5/14/20
R11296	CAN	5/15/20
R11297	CAN	5/16/20
R11298	CAN	5/17/20
R11299	CAN	5/18/20
R11300	CAN	5/19/20
R11301	CAN	5/20/20
R11302	CAN	5/21/20
R11303	CAN	5/22/20
R11304	CAN	5/23/20
R11305	CAN	5/24/20
R11306	CAN	5/25/20
R11307	CAN	5/26/20
R11308	CAN	5/27/20
R11309	CAN	5/28/20
R11310	CAN	5/29/20
R11311	CAN	5/30/20
R11312	CAN	5/31/20
R11313	CAN	6/1/20
R11314	CAN	6/2/20
R11315	CAN	6/3/20
R11316	CAN	6/4/20
R11317	CAN	6/5/20
R11318	CAN	6/6/20
R11319	CAN	6/7/20
R11320	CAN	6/8/20
R11321	CAN	6/9/20
R11322	CAN	6/10/20
R11323	CAN	6/11/20
R11324	CAN	6/12/20
R11325	CAN	6/13/20
R11326	CAN	6/14/20
R11327	CAN	6/15/20
R11328	CAN	6/16/20
R11329	CAN	6/17/20
R11330	CAN	6/18/20
R11331	CAN	6/19/20
R11332	CAN	6/20/20
R11333	CAN	6/21/20
R11334	CAN	6/22/20
R11335	CAN	6/23/20
R11336	CAN	6/24/20
R11337	CAN	6/25/20
R11338	CAN	6/26/20
R11339	CAN	6/27/20
R11340	CAN	6/28/20
R11341	CAN	6/29/20
R11342	CAN	6/30/20
R11343	CAN	7/1/20
R11344	CAN	7/2/20
R11345	CAN	7/3/20
R11346	CAN	7/4/20
R11347	CAN	7/5/20
R11348	CAN	7/6/20
R11349	CAN	7/7/20
R11350	CAN	7/8/20
R11351	CAN	7/9/20
R11352	CAN	7/10/20
R11353	CAN	7/11/20
R11354	CAN	7/12/20
R11355	CAN	7/13/20
R11356	CAN	7/14/20
R11357	CAN	7/15/20
R11358	CAN	7/16/20
R11359	CAN	7/17/20
R11360	CAN	7/18/20
R11361	CAN	7/19/20
R11362	CAN	7/20/20
R11363	CAN	7/21/20
R11364	CAN	7/22/20
R11365	CAN	7/23/20
R11366	CAN	7/24/20
R11367	CAN	7/25/20
R11368	CAN	7/26/20
R11369	CAN	7/27/20
R11370	CAN	7/28/20
R11371	CAN	7/29/20
R11372	CAN	7/30/20
R11373	CAN	7/31/20
R11374	CAN	8/1/20
R11375	CAN	8/2/20
R11376	CAN	8/3/20
R11377	CAN	8/4/20
R11378	CAN	8/5/20
R11379	CAN	8/6/20
R11380	CAN	8/7/20
R11381	CAN	8/8/20
R11382	CAN	8/9/20
R11383	CAN	8/10/20
R11384	CAN	8/11/20
R11385	CAN	8/12/20
R11386	CAN	8/13/20
R11387	CAN	8/14/20
R11388	CAN	8/15/20
R11389	CAN	8/16/20
R11390	CAN	8/17/20
R11391	CAN	8/18/20
R11392	CAN	8/19/20
R11393	CAN	8/20/20
R11394	CAN	8/21/20
R11395	CAN	8/22/20
R11396	CAN	8/23/20
R11397	CAN	8/24/20
R11398	CAN	8/25/20
R11399	CAN	8/26/20
R11400	CAN	8/27/20
R11401	CAN	8/28/20
R11402	CAN	8/29/20
R11403	CAN	8/30/20
R11404	CAN	8/31/20
R11405	CAN	9/1/20
R11406	CAN	9/2/20
R11407	CAN	9/3/20
R11408	CAN	9/4/20
R11409	CAN	9/5/20
R11410	CAN	9/6/20
R11411	CAN	9/7/20
R11412	CAN	9/8/20
R11413	CAN	9/9/20
R11414	CAN	9/10/20
R11415	CAN	9/11/20
R11416	CAN	9/12/20
R11417	CAN	9/13/20
R11418	CAN	9/14/20
R11419	CAN	9/15/20
R11420	CAN	9/16/20
R11421	CAN	9/17/20
R11422	CAN	9/18/20
R11423	CAN	9/19/20
R11424	CAN	9/20/20
R11425	CAN	9/21/20
R11426	CAN	9/22/20
R11427	CAN	9/23/20
R11428	CAN	9/24/20
R11429	CAN	9/25/20
R11430	CAN	9/26/20
R11431	CAN	9/27/20
R11432	CAN	9/28/20
R11433	CAN	9/29/20
R11434	CAN	9/30/20
R11435	CAN	10/1/20
R11436	CAN	10/2/20
R11437	CAN	10/3/20
R11438	CAN	10/4/20
R11439	CAN	10/5/20
R11440	CAN	10/6/20
R11441	CAN	10/7/20
R11442	CAN	10/8/20
R11443	CAN	10/9/20
R11444	CAN	10/10/20
R11445	CAN	10/11/20
R11446	CAN	10/12/20
R11447	CAN	10/13/20
R11448	CAN	10/14/20
R11449	CAN	10/15/20
R11450	CAN	10/16/20
R11451	CAN	10/17/20
R11452	CAN	10/18/20
R11453	CAN	10/19/20
R11454	CAN	10/20/20
R11455	CAN	10/21/20
R11456	CAN	10/22/20
R11457	CAN	10/23/20
R11458	CAN	10/24/20
R11459	CAN	10/25/20
R11460	CAN	10/26/20
R11461	CAN	10/27/20
R11462	CAN	10/28/20
R11463	CAN	10/29/20
R11464	CAN	10/30/20
R11465	CAN	10/31/20
R11466	CAN	11/1/20
R11467	CAN	11/2/20
R11468	CAN	11/3/20
R11469	CAN	11/4/20
R11470	CAN	11/5/20
R11471	CAN	11/6/20
R11472	CAN	11/7/20
R11473	CAN	11/8/20
R11474	CAN	11/9/20
R11475	CAN	11/10/20
R11476	CAN	11/11/20
R11477	CAN	11/12/20
R11478	CAN	11/13/20
R11479	CAN	11/14/20
R11480	CAN	11/15/20
R11481	CAN	11/16/20
R11482	CAN	11/17/20
R11483	CAN	11/18/20
R11484	CAN	11/19/20
R11485	CAN	11/20/20
R11486	CAN	11/21/20
R11487	CAN	11/22/20
R11488	CAN	11/23/20
R11489	CAN	11/24/20
R11490	CAN	11/25/20
R11491	CAN	11/26/20
R11492	CAN	11/27/20
R11493	CAN	11/28/20
R11494	CAN	11/29/20
R11495	CAN	11/30/20
R11496	CAN	12/1/20
R11497	CAN	12/2/20
R11498	CAN	12/3/20
R11499	CAN	12/4/20
R11500	CAN	12/5/20
R11501	CAN	12/6/20
R11502	CAN	12/7/20
R11503	CAN	12/8/20
R11504	CAN	12/9/20
R11505	CAN	12/10/20
R11506	CAN	12/11/20
R11507	CAN	12/12/20
R11508	CAN	12/13/20
R11509	CAN	12/14/20
R11510	CAN	12/15/20
R11511	CAN	12/16/20
R11512	CAN	12/17/20
R11513	CAN	12/18/20
R11514	CAN	12/19/20
R11515	CAN	12/20/20
R11516	CAN	12/21/20
R11517	CAN	12/22/20
R11518	CAN	12/23/20
R11519	CAN	12/24/20
R11520	CAN	12/25/20
R11521	CAN	12/26/20
R11522	CAN	12/27/20
R11523	CAN	12/28/20
R11524	CAN	12/29/20
R11525	CAN	12/30/20
R11526	CAN	12/31/20
R11527	CAN	1/1/21
R11528	CAN	1/2/21
R11529	CAN	1/3/21
R11530	CAN	1/4/21
R11531	CAN	1/5/21
R11532	CAN	1/6/21
R11533	CAN	1/7/21
R11534	CAN	1/8/21
R11535	CAN	1/9/21
R11536	CAN	1/10/21
R11537	CAN	1/11/21
R11538	CAN	1/12/21
R11539	CAN	1/13/21
R11540	CAN	1/14/21
R11541	CAN	1/15/21
R11542	CAN	1/16/21
R11543	CAN	1/17/21
R11544	CAN	1/18/21
R11545	CAN	1/19/21
R11546	CAN	1/20/21
R11547	CAN	1/21/21
R11548	CAN	1/22/21
R11549	CAN	1/23/21
R11550	CAN	1/24/21
R11551	CAN	1/25/21
R11552	CAN	1/26/21
R11553	CAN	1/27/21
R11554	CAN	1/28/21
R11555	CAN	1/29/21
R11556	CAN	1/30/21
R11557	CAN	1/31/21
R11558	CAN	2/1/21
R11559	CAN	2/2/21
R11560	CAN	2/3/21
R11561	CAN	2/4/21
R11562	CAN	2/5/21
R11563	CAN	2/6/21
R11564	CAN	2/7/21
R11565	CAN	2/8/21
R11566	CAN	2/9/21
R11567	CAN	2/10/21
R11568	CAN	2/11/21
R11569	CAN	2/12/21
R11570	CAN	2/13/21
R11571	CAN	2/14/21
R11572	CAN	2/15/21
R11573	CAN	2/16/21
R11574	CAN	2/17/21
R11575	CAN	2/18/21
R11576	CAN	2/19/21
R11577	CAN	2/20/21
R11578	CAN	2/21/21
R11579	CAN	2/22/21
R11580	CAN	2/23/21
R11581	CAN	2/24/21
R11582	CAN	2/25/21
R11583	CAN	2/26/21
R11584	CAN	2/27/21
R11585	CAN	2/28/21
R11586	CAN	3/1/21
R11587	CAN	3/2/21
R11588	CAN	3/3/21
R11589	CAN	3/4/21
R11590	CAN	3/5/21
R11591	CAN	3/6/21
R11592	CPV	3/20/20
R11593	CPV	3/21/20
R11594	CPV	3/22/20
R11595	CPV	3/23/20
R11596	CPV	3/24/20
R11597	CPV	3/25/20
R11598	CPV	3/26/20
R11599	CPV	3/27/20
R11600	CPV	3/28/20
R11601	CPV	3/29/20
R11602	CPV	3/30/20
R11603	CPV	3/31/20
R11604	CPV	4/1/20
R11605	CPV	4/2/20
R11606	CPV	4/3/20
R11607	CPV	4/4/20
R11608	CPV	4/5/20
R11609	CPV	4/6/20
R11610	CPV	4/7/20
R11611	CPV	4/8/20
R11612	CPV	4/9/20
R11613	CPV	4/10/20
R11614	CPV	4/11/20
R11615	CPV	4/12/20
R11616	CPV	4/13/20
R11617	CPV	4/14/20
R11618	CPV	4/15/20
R11619	CPV	4/16/20
R11620	CPV	4/17/20
R11621	CPV	4/18/20
R11622	CPV	4/19/20
R11623	CPV	4/20/20
R11624	CPV	4/21/20
R11625	CPV	4/22/20
R11626	CPV	4/23/20
R11627	CPV	4/24/20
R11628	CPV	4/25/20
R11629	CPV	4/26/20
R11630	CPV	4/27/20
R11631	CPV	4/28/20
R11632	CPV	4/29/20
R11633	CPV	4/30/20
R11634	CPV	5/1/20
R11635	CPV	5/2/20
R11636	CPV	5/3/20
R11637	CPV	5/4/20
R11638	CPV	5/5/20
R11639	CPV	5/6/20
R11640	CPV	5/7/20
R11641	CPV	5/8/20
R11642	CPV	5/9/20
R11643	CPV	5/10/20
R11644	CPV	5/11/20
R11645	CPV	5/12/20
R11646	CPV	5/13/20
R11647	CPV	5/14/20
R11648	CPV	5/15/20
R11649	CPV	5/16/20
R11650	CPV	5/17/20
R11651	CPV	5/18/20
R11652	CPV	5/19/20
R11653	CPV	5/20/20
R11654	CPV	5/21/20
R11655	CPV	5/22/20
R11656	CPV	5/23/20
R11657	CPV	5/24/20
R11658	CPV	5/25/20
R11659	CPV	5/26/20
R11660	CPV	5/27/20
R11661	CPV	5/28/20
R11662	CPV	5/29/20
R11663	CPV	5/30/20
R11664	CPV	5/31/20
R11665	CPV	6/1/20
R11666	CPV	6/2/20
R11667	CPV	6/3/20
R11668	CPV	6/4/20
R11669	CPV	6/5/20
R11670	CPV	6/6/20
R11671	CPV	6/7/20
R11672	CPV	6/8/20
R11673	CPV	6/9/20
R11674	CPV	6/10/20
R11675	CPV	6/11/20
R11676	CPV	6/12/20
R11677	CPV	6/13/20
R11678	CPV	6/14/20
R11679	CPV	6/15/20
R11680	CPV	6/16/20
R11681	CPV	6/17/20
R11682	CPV	6/18/20
R11683	CPV	6/19/20
R11684	CPV	6/20/20
R11685	CPV	6/21/20
R11686	CPV	6/22/20
R11687	CPV	6/23/20
R11688	CPV	6/24/20
R11689	CPV	6/25/20
R11690	CPV	6/26/20
R11691	CPV	6/27/20
R11692	CPV	6/28/20
R11693	CPV	6/29/20
R11694	CPV	6/30/20
R11695	CPV	7/1/20
R11696	CPV	7/2/20
R11697	CPV	7/3/20
R11698	CPV	7/4/20
R11699	CPV	7/5/20
R11700	CPV	7/6/20
R11701	CPV	7/7/20
R11702	CPV	7/8/20
R11703	CPV	7/9/20
R11704	CPV	7/10/20
R11705	CPV	7/11/20
R11706	CPV	7/12/20
R11707	CPV	7/13/20
R11708	CPV	7/14/20
R11709	CPV	7/15/20
R11710	CPV	7/16/20
R11711	CPV	7/17/20
R11712	CPV	7/18/20
R11713	CPV	7/19/20
R11714	CPV	7/20/20
R11715	CPV	7/21/20
R11716	CPV	7/22/20
R11717	CPV	7/23/20
R11718	CPV	7/24/20
R11719	CPV	7/25/20
R11720	CPV	7/26/20
R11721	CPV	7/27/20
R11722	CPV	7/28/20
R11723	CPV	7/29/20
R11724	CPV	7/30/20
R11725	CPV	7/31/20
R11726	CPV	8/1/20
R11727	CPV	8/2/20
R11728	CPV	8/3/20
R11729	CPV	8/4/20
R11730	CPV	8/5/20
R11731	CPV	8/6/20
R11732	CPV	8/7/20
R11733	CPV	8/8/20
R11734	CPV	8/9/20
R11735	CPV	8/10/20
R11736	CPV	8/11/20
R11737	CPV	8/12/20
R11738	CPV	8/13/20
R11739	CPV	8/14/20
R11740	CPV	8/15/20
R11741	CPV	8/16/20
R11742	CPV	8/17/20
R11743	CPV	8/18/20
R11744	CPV	8/19/20
R11745	CPV	8/20/20
R11746	CPV	8/21/20
R11747	CPV	8/22/20
R11748	CPV	8/23/20
R11749	CPV	8/24/20
R11750	CPV	8/25/20
R11751	CPV	8/26/20
R11752	CPV	8/27/20
R11753	CPV	8/28/20
R11754	CPV	8/29/20
R11755	CPV	8/30/20
R11756	CPV	8/31/20
R11757	CPV	9/1/20
R11758	CPV	9/2/20
R11759	CPV	9/3/20
R11760	CPV	9/4/20
R11761	CPV	9/5/20
R11762	CPV	9/6/20
R11763	CPV	9/7/20
R11764	CPV	9/8/20
R11765	CPV	9/9/20
R11766	CPV	9/10/20
R11767	CPV	9/11/20
R11768	CPV	9/12/20
R11769	CPV	9/13/20
R11770	CPV	9/14/20
R11771	CPV	9/15/20
R11772	CPV	9/16/20
R11773	CPV	9/17/20
R11774	CPV	9/18/20
R11775	CPV	9/19/20
R11776	CPV	9/20/20
R11777	CPV	9/21/20
R11778	CPV	9/22/20
R11779	CPV	9/23/20
R11780	CPV	9/24/20
R11781	CPV	9/25/20
R11782	CPV	9/26/20
R11783	CPV	9/27/20
R11784	CPV	9/28/20
R11785	CPV	9/29/20
R11786	CPV	9/30/20
R11787	CPV	10/1/20
R11788	CPV	10/2/20
R11789	CPV	10/3/20
R11790	CPV	10/4/20
R11791	CPV	10/5/20
R11792	CPV	10/6/20
R11793	CPV	10/7/20
R11794	CPV	10/8/20
R11795	CPV	10/9/20
R11796	CPV	10/10/20
R11797	CPV	10/11/20
R11798	CPV	10/12/20
R11799	CPV	10/13/20
R11800	CPV	10/14/20
R11801	CPV	10/15/20
R11802	CPV	10/16/20
R11803	CPV	10/17/20
R11804	CPV	10/18/20
R11805	CPV	10/19/20
R11806	CPV	10/20/20
R11807	CPV	10/21/20
R11808	CPV	10/22/20
R11809	CPV	10/23/20
R11810	CPV	10/24/20
R11811	CPV	10/25/20
R11812	CPV	10/26/20
R11813	CPV	10/27/20
R11814	CPV	10/28/20
R11815	CPV	10/29/20
R11816	CPV	10/30/20
R11817	CPV	10/31/20
R11818	CPV	11/1/20
R11819	CPV	11/2/20
R11820	CPV	11/3/20
R11821	CPV	11/4/20
R11822	CPV	11/5/20
R11823	CPV	11/6/20
R11824	CPV	11/7/20
R11825	CPV	11/8/20
R11826	CPV	11/9/20
R11827	CPV	11/10/20
R11828	CPV	11/11/20
R11829	CPV	11/12/20
R11830	CPV	11/13/20
R11831	CPV	11/14/20
R11832	CPV	11/15/20
R11833	CPV	11/16/20
R11834	CPV	11/17/20
R11835	CPV	11/18/20
R11836	CPV	11/19/20
R11837	CPV	11/20/20
R11838	CPV	11/21/20
R11839	CPV	11/22/20
R11840	CPV	11/23/20
R11841	CPV	11/24/20
R11842	CPV	11/25/20
R11843	CPV	11/26/20
R11844	CPV	11/27/20
R11845	CPV	11/28/20
R11846	CPV	11/29/20
R11847	CPV	11/30/20
R11848	CPV	12/1/20
R11849	CPV	12/2/20
R11850	CPV	12/3/20
R11851	CPV	12/4/20
R11852	CPV	12/5/20
R11853	CPV	12/6/20
R11854	CPV	12/7/20
R11855	CPV	12/8/20
R11856	CPV	12/9/20
R11857	CPV	12/10/20
R11858	CPV	12/11/20
R11859	CPV	12/12/20
R11860	CPV	12/13/20
R11861	CPV	12/14/20
R11862	CPV	12/15/20
R11863	CPV	12/16/20
R11864	CPV	12/17/20
R11865	CPV	12/18/20
R11866	CPV	12/19/20
R11867	CPV	12/20/20
R11868	CPV	12/21/20
R11869	CPV	12/22/20
R11870	CPV	12/23/20
R11871	CPV	12/24/20
R11872	CPV	12/25/20
R11873	CPV	12/26/20
R11874	CPV	12/27/20
R11875	CPV	12/28/20
R11876	CPV	12/29/20
R11877	CPV	12/30/20
R11878	CPV	12/31/20
R11879	CPV	1/1/21
R11880	CPV	1/2/21
R11881	CPV	1/3/21
R11882	CPV	1/4/21
R11883	CPV	1/5/21
R11884	CPV	1/6/21
R11885	CPV	1/7/21
R11886	CPV	1/8/21
R11887	CPV	1/9/21
R11888	CPV	1/10/21
R11889	CPV	1/11/21
R11890	CPV	1/12/21
R11891	CPV	1/13/21
R11892	CPV	1/14/21
R11893	CPV	1/15/21
R11894	CPV	1/16/21
R11895	CPV	1/17/21
R11896	CPV	1/18/21
R11897	CPV	1/19/21
R11898	CPV	1/20/21
R11899	CPV	1/21/21
R11900	CPV	1/22/21
R11901	CPV	1/23/21
R11902	CPV	1/24/21
R11903	CPV	1/25/21
R11904	CPV	1/26/21
R11905	CPV	1/27/21
R11906	CPV	1/28/21
R11907	CPV	1/29/21
R11908	CPV	1/30/21
R11909	CPV	1/31/21
R11910	CPV	2/1/21
R11911	CPV	2/2/21
R11912	CPV	2/3/21
R11913	CPV	2/4/21
R11914	CPV	2/5/21
R11915	CPV	2/6/21
R11916	CPV	2/7/21
R11917	CPV	2/8/21
R11918	CPV	2/9/21
R11919	CPV	2/10/21
R11920	CPV	2/11/21
R11921	CPV	2/12/21
R11922	CPV	2/13/21
R11923	CPV	2/14/21
R11924	CPV	2/15/21
R11925	CPV	2/16/21
R11926	CPV	2/17/21
R11927	CPV	2/18/21
R11928	CPV	2/19/21
R11929	CPV	2/20/21
R11930	CPV	2/21/21
R11931	CPV	2/22/21
R11932	CPV	2/23/21
R11933	CPV	2/24/21
R11934	CPV	2/25/21
R11935	CPV	2/26/21
R11936	CPV	2/27/21
R11937	CPV	2/28/21
R11938	CPV	3/1/21
R11939	CPV	3/2/21
R11940	CPV	3/3/21
R11941	CPV	3/4/21
R11942	CPV	3/5/21
R11943	CPV	3/6/21
R11944	CYM	12/26/20
R11945	CYM	12/27/20
R11946	CYM	12/28/20
R11947	CYM	12/29/20
R11948	CYM	12/30/20
R11949	CYM	12/31/20
R11950	CYM	1/1/21
R11951	CYM	1/2/21
R11952	CYM	1/3/21
R11953	CYM	1/4/21
R11954	CYM	1/5/21
R11955	CYM	1/6/21
R11956	CYM	1/7/21
R11957	CYM	1/8/21
R11958	CYM	1/9/21
R11959	CYM	1/10/21
R11960	CYM	1/11/21
R11961	CYM	1/12/21
R11962	CYM	1/13/21
R11963	CYM	1/14/21
R11964	CYM	1/15/21
R11965	CYM	1/16/21
R11966	CYM	1/17/21
R11967	CYM	1/18/21
R11968	CYM	1/19/21
R11969	CYM	1/20/21
R11970	CYM	1/21/21
R11971	CYM	1/22/21
R11972	CYM	1/23/21
R11973	CYM	1/24/21
R11974	CYM	1/25/21
R11975	CYM	1/26/21
R11976	CYM	1/27/21
R11977	CYM	1/28/21
R11978	CYM	1/29/21
R11979	CYM	1/30/21
R11980	CYM	1/31/21
R11981	CYM	2/1/21
R11982	CYM	2/2/21
R11983	CYM	2/3/21
R11984	CYM	2/4/21
R11985	CYM	2/5/21
R11986	CYM	2/6/21
R11987	CYM	2/7/21
R11988	CYM	2/8/21
R11989	CYM	2/9/21
R11990	CYM	2/10/21
R11991	CYM	2/11/21
R11992	CYM	2/12/21
R11993	CYM	2/13/21
R11994	CYM	2/14/21
R11995	CYM	2/15/21
R11996	CYM	2/16/21
R11997	CYM	2/17/21
R11998	CYM	2/18/21
R11999	CYM	2/19/21
R12000	CYM	2/20/21
R12001	CYM	2/21/21
R12002	CYM	2/22/21
R12003	CYM	2/23/21
R12004	CYM	2/24/21
R12005	CYM	2/25/21
R12006	CYM	2/26/21
R12007	CYM	2/27/21
R12008	CYM	2/28/21
R12009	CYM	3/1/21
R12010	CYM	3/2/21
R12011	CYM	3/3/21
R12012	CAF	3/15/20
R12013	CAF	3/16/20
R12014	CAF	3/17/20
R12015	CAF	3/18/20
R12016	CAF	3/19/20
R12017	CAF	3/20/20
R12018	CAF	3/21/20
R12019	CAF	3/22/20
R12020	CAF	3/23/20
R12021	CAF	3/24/20
R12022	CAF	3/25/20
R12023	CAF	3/26/20
R12024	CAF	3/27/20
R12025	CAF	3/28/20
R12026	CAF	3/29/20
R12027	CAF	3/30/20
R12028	CAF	3/31/20
R12029	CAF	4/1/20
R12030	CAF	4/2/20
R12031	CAF	4/3/20
R12032	CAF	4/4/20
R12033	CAF	4/5/20
R12034	CAF	4/6/20
R12035	CAF	4/7/20
R12036	CAF	4/8/20
R12037	CAF	4/9/20
R12038	CAF	4/10/20
R12039	CAF	4/11/20
R12040	CAF	4/12/20
R12041	CAF	4/13/20
R12042	CAF	4/14/20
R12043	CAF	4/15/20
R12044	CAF	4/16/20
R12045	CAF	4/17/20
R12046	CAF	4/18/20
R12047	CAF	4/19/20
R12048	CAF	4/20/20
R12049	CAF	4/21/20
R12050	CAF	4/22/20
R12051	CAF	4/23/20
R12052	CAF	4/24/20
R12053	CAF	4/25/20
R12054	CAF	4/26/20
R12055	CAF	4/27/20
R12056	CAF	4/28/20
R12057	CAF	4/29/20
R12058	CAF	4/30/20
R12059	CAF	5/1/20
R12060	CAF	5/2/20
R12061	CAF	5/3/20
R12062	CAF	5/4/20
R12063	CAF	5/5/20
R12064	CAF	5/6/20
R12065	CAF	5/7/20
R12066	CAF	5/8/20
R12067	CAF	5/9/20
R12068	CAF	5/10/20
R12069	CAF	5/11/20
R12070	CAF	5/12/20
R12071	CAF	5/13/20
R12072	CAF	5/14/20
R12073	CAF	5/15/20
R12074	CAF	5/16/20
R12075	CAF	5/17/20
R12076	CAF	5/18/20
R12077	CAF	5/19/20
R12078	CAF	5/20/20
R12079	CAF	5/21/20
R12080	CAF	5/22/20
R12081	CAF	5/23/20
R12082	CAF	5/24/20
R12083	CAF	5/25/20
R12084	CAF	5/26/20
R12085	CAF	5/27/20
R12086	CAF	5/28/20
R12087	CAF	5/29/20
R12088	CAF	5/30/20
R12089	CAF	5/31/20
R12090	CAF	6/1/20
R12091	CAF	6/2/20
R12092	CAF	6/3/20
R12093	CAF	6/4/20
R12094	CAF	6/5/20
R12095	CAF	6/6/20
R12096	CAF	6/7/20
R12097	CAF	6/8/20
R12098	CAF	6/9/20
R12099	CAF	6/10/20
R12100	CAF	6/11/20
R12101	CAF	6/12/20
R12102	CAF	6/13/20
R12103	CAF	6/14/20
R12104	CAF	6/15/20
R12105	CAF	6/16/20
R12106	CAF	6/17/20
R12107	CAF	6/18/20
R12108	CAF	6/19/20
R12109	CAF	6/20/20
R12110	CAF	6/21/20
R12111	CAF	6/22/20
R12112	CAF	6/23/20
R12113	CAF	6/24/20
R12114	CAF	6/25/20
R12115	CAF	6/26/20
R12116	CAF	6/27/20
R12117	CAF	6/28/20
R12118	CAF	6/29/20
R12119	CAF	6/30/20
R12120	CAF	7/1/20
R12121	CAF	7/2/20
R12122	CAF	7/3/20
R12123	CAF	7/4/20
R12124	CAF	7/5/20
R12125	CAF	7/6/20
R12126	CAF	7/7/20
R12127	CAF	7/8/20
R12128	CAF	7/9/20
R12129	CAF	7/10/20
R12130	CAF	7/11/20
R12131	CAF	7/12/20
R12132	CAF	7/13/20
R12133	CAF	7/14/20
R12134	CAF	7/15/20
R12135	CAF	7/16/20
R12136	CAF	7/17/20
R12137	CAF	7/18/20
R12138	CAF	7/19/20
R12139	CAF	7/20/20
R12140	CAF	7/21/20
R12141	CAF	7/22/20
R12142	CAF	7/23/20
R12143	CAF	7/24/20
R12144	CAF	7/25/20
R12145	CAF	7/26/20
R12146	CAF	7/27/20
R12147	CAF	7/28/20
R12148	CAF	7/29/20
R12149	CAF	7/30/20
R12150	CAF	7/31/20
R12151	CAF	8/1/20
R12152	CAF	8/2/20
R12153	CAF	8/3/20
R12154	CAF	8/4/20
R12155	CAF	8/5/20
R12156	CAF	8/6/20
R12157	CAF	8/7/20
R12158	CAF	8/8/20
R12159	CAF	8/9/20
R12160	CAF	8/10/20
R12161	CAF	8/11/20
R12162	CAF	8/12/20
R12163	CAF	8/13/20
R12164	CAF	8/14/20
R12165	CAF	8/15/20
R12166	CAF	8/16/20
R12167	CAF	8/17/20
R12168	CAF	8/18/20
R12169	CAF	8/19/20
R12170	CAF	8/20/20
R12171	CAF	8/21/20
R12172	CAF	8/22/20
R12173	CAF	8/23/20
R12174	CAF	8/24/20
R12175	CAF	8/25/20
R12176	CAF	8/26/20
R12177	CAF	8/27/20
R12178	CAF	8/28/20
R12179	CAF	8/29/20
R12180	CAF	8/30/20
R12181	CAF	8/31/20
R12182	CAF	9/1/20
R12183	CAF	9/2/20
R12184	CAF	9/3/20
R12185	CAF	9/4/20
R12186	CAF	9/5/20
R12187	CAF	9/6/20
R12188	CAF	9/7/20
R12189	CAF	9/8/20
R12190	CAF	9/9/20
R12191	CAF	9/10/20
R12192	CAF	9/11/20
R12193	CAF	9/12/20
R12194	CAF	9/13/20
R12195	CAF	9/14/20
R12196	CAF	9/15/20
R12197	CAF	9/16/20
R12198	CAF	9/17/20
R12199	CAF	9/18/20
R12200	CAF	9/19/20
R12201	CAF	9/20/20
R12202	CAF	9/21/20
R12203	CAF	9/22/20
R12204	CAF	9/23/20
R12205	CAF	9/24/20
R12206	CAF	9/25/20
R12207	CAF	9/26/20
R12208	CAF	9/27/20
R12209	CAF	9/28/20
R12210	CAF	9/29/20
R12211	CAF	9/30/20
R12212	CAF	10/1/20
R12213	CAF	10/2/20
R12214	CAF	10/3/20
R12215	CAF	10/4/20
R12216	CAF	10/5/20
R12217	CAF	10/6/20
R12218	CAF	10/7/20
R12219	CAF	10/8/20
R12220	CAF	10/9/20
R12221	CAF	10/10/20
R12222	CAF	10/11/20
R12223	CAF	10/12/20
R12224	CAF	10/13/20
R12225	CAF	10/14/20
R12226	CAF	10/15/20
R12227	CAF	10/16/20
R12228	CAF	10/17/20
R12229	CAF	10/18/20
R12230	CAF	10/19/20
R12231	CAF	10/20/20
R12232	CAF	10/21/20
R12233	CAF	10/22/20
R12234	CAF	10/23/20
R12235	CAF	10/24/20
R12236	CAF	10/25/20
R12237	CAF	10/26/20
R12238	CAF	10/27/20
R12239	CAF	10/28/20
R12240	CAF	10/29/20
R12241	CAF	10/30/20
R12242	CAF	10/31/20
R12243	CAF	11/1/20
R12244	CAF	11/2/20
R12245	CAF	11/3/20
R12246	CAF	11/4/20
R12247	CAF	11/5/20
R12248	CAF	11/6/20
R12249	CAF	11/7/20
R12250	CAF	11/8/20
R12251	CAF	11/9/20
R12252	CAF	11/10/20
R12253	CAF	11/11/20
R12254	CAF	11/12/20
R12255	CAF	11/13/20
R12256	CAF	11/14/20
