	Cases	Deaths
R15934	10717	139
R15935	10900	140
R15936	11038	141
R15937	11205	142
R15938	11434	143
R15939	11601	143
R15940	11687	145
R15941	11863	146
R15942	12056	146
R15943	12225	146
R15944	12424	147
R15945	12740	147
R15946	12964	147
R15947	13165	148
R15948	13479	148
R15949	13823	148
R15950	14188	148
R15951	14576	151
R15952	15007	153
R15953	15494	155
R15954	16044	158
R15955	16549	160
R15956	17096	162
R15957	17501	166
R15958	18151	170
R15959	18443	173
R15960	18773	175
R15961	19122	180
R15962	19530	184
R15963	20060	188
R15964	20627	191
R15965	21261	194
R15966	21828	197
R15967	22614	200
R15968	23439	204
R15969	24105	208
R15970	24764	210
R15971	25674	213
R15972	26686	214
R15973	27592	216
R15974	28636	218
R15975	29529	220
R15976	30345	225
R15977	31190	229
R15978	32011	233
R15979	32831	238
R15980	33484	240
R15981	34064	244
R15982	34922	249
R15983	35772	253
R15984	36595	257
R15985	37483	261
R15986	38289	266
R15987	39004	269
R15988	39941	274
R15989	40765	277
R15990	41688	282
R15991	42547	287
R15992	43484	291
R15993	44523	296
R15994	45361	300
R15995	46197	304
R15996	46896	308
R15997	47566	312
R15998	48441	314
R15999	49161	318
R16000	49779	322
R16001	50590	324
R16002	51587	328
R16003	52501	333
R16004	53308	336
R16005	54085	341
R16006	54835	344
R16007	2	
R16008	3	
R16009	6	
R16010	6	
R16011	14	
R16012	26	
R16013	26	
R16014	33	
R16015	46	
R16016	49	
R16017	67	
R16018	67	
R16019	84	
R16020	95	1
R16021	116	1
R16022	124	3
R16023	132	3
R16024	146	3
R16025	162	5
R16026	179	5
R16027	214	5
R16028	230	7
R16029	262	8
R16030	320	9
R16031	356	10
R16032	396	11
R16033	426	11
R16034	446	9
R16035	465	9
R16036	494	9
R16037	526	9
R16038	564	10
R16039	595	10
R16040	616	10
R16041	633	11
R16042	662	12
R16043	695	12
R16044	715	12
R16045	735	12
R16046	750	12
R16047	761	12
R16048	767	12
R16049	772	12
R16050	784	12
R16051	790	13
R16052	795	13
R16053	804	14
R16054	810	14
R16055	817	14
R16056	822	15
R16057	837	15
R16058	843	15
R16059	850	15
R16060	857	15
R16061	864	15
R16062	872	15
R16063	874	15
R16064	878	15
R16065	883	15
R16066	889	15
R16067	891	15
R16068	892	15
R16069	898	16
R16070	901	16
R16071	903	16
R16072	905	17
R16073	907	17
R16074	910	17
R16075	914	17
R16076	916	17
R16077	917	17
R16078	918	17
R16079	922	17
R16080	923	17
R16081	927	17
R16082	927	17
R16083	935	17
R16084	937	17
R16085	939	17
R16086	939	17
R16087	941	17
R16088	942	17
R16089	944	17
R16090	944	17
R16091	949	17
R16092	952	17
R16093	958	17
R16094	958	17
R16095	960	17
R16096	960	18
R16097	964	18
R16098	970	18
R16099	972	18
R16100	974	18
R16101	975	18
R16102	980	18
R16103	980	18
R16104	983	18
R16105	985	18
R16106	985	18
R16107	985	18
R16108	985	19
R16109	985	19
R16110	985	19
R16111	986	19
R16112	988	19
R16113	990	19
R16114	991	19
R16115	992	19
R16116	992	19
R16117	994	19
R16118	994	19
R16119	996	19
R16120	998	19
R16121	999	19
R16122	999	19
R16123	999	19
R16124	1002	19
R16125	1003	19
R16126	1004	19
R16127	1005	19
R16128	1008	19
R16129	1010	19
R16130	1013	19
R16131	1014	19
R16132	1021	19
R16133	1022	19
R16134	1023	19
R16135	1025	19
R16136	1031	19
R16137	1033	19
R16138	1037	19
R16139	1038	19
R16140	1038	19
R16141	1040	19
R16142	1040	19
R16143	1045	19
R16144	1047	19
R16145	1053	19
R16146	1057	19
R16147	1060	19
R16148	1067	19
R16149	1080	19
R16150	1090	19
R16151	1114	19
R16152	1124	19
R16153	1150	19
R16154	1155	19
R16155	1180	19
R16156	1195	19
R16157	1208	19
R16158	1222	19
R16159	1233	19
R16160	1242	19
R16161	1252	19
R16162	1277	20
R16163	1291	20
R16164	1305	20
R16165	1318	20
R16166	1332	20
R16167	1339	20
R16168	1351	20
R16169	1359	20
R16170	1385	20
R16171	1395	20
R16172	1406	20
R16173	1417	20
R16174	1421	20
R16175	1451	20
R16176	1474	20
R16177	1484	20
R16178	1467	20
R16179	1481	20
R16180	1483	20
R16181	1487	20
R16182	1488	20
R16183	1490	21
R16184	1495	21
R16185	1498	21
R16186	1502	21
R16187	1507	21
R16188	1509	21
R16189	1510	22
R16190	1511	22
R16191	1514	22
R16192	1517	22
R16193	1520	22
R16194	1523	22
R16195	1526	22
R16196	1534	22
R16197	1540	22
R16198	1548	22
R16199	1558	22
R16200	1565	22
R16201	1590	22
R16202	1600	22
R16203	1603	22
R16204	1618	22
R16205	1654	22
R16206	1663	22
R16207	1671	22
R16208	1684	22
R16209	1696	22
R16210	1713	22
R16211	1743	22
R16212	1755	22
R16213	1772	22
R16214	1789	22
R16215	1811	22
R16216	1824	22
R16217	1847	22
R16218	1876	23
R16219	1897	24
R16220	1918	24
R16221	1951	25
R16222	1986	25
R16223	2006	25
R16224	2047	25
R16225	2130	25
R16226	2181	25
R16227	2285	25
R16228	2379	25
R16229	2581	25
R16230	2644	25
R16231	2687	25
R16232	2839	25
R16233	2966	25
R16234	3154	25
R16235	3314	25
R16236	3444	25
R16237	3545	25
R16238	3636	25
R16239	3817	25
R16240	3930	25
R16241	4051	25
R16242	4217	25
R16243	4366	26
R16244	4563	26
R16245	4760	27
R16246	4934	27
R16247	5100	27
R16248	5333	27
R16249	5557	27
R16250	5871	35
R16251	5987	28
R16252	6098	28
R16253	6296	29
R16254	6461	33
R16255	6646	34
R16256	6853	38
R16257	7051	39
R16258	7178	39
R16259	7285	40
R16260	7513	40
R16261	7711	41
R16262	7979	41
R16263	8211	43
R16264	8456	43
R16265	8643	44
R16266	8947	44
R16267	9199	46
R16268	9453	47
R16269	9673	48
R16270	9983	48
R16271	10231	48
R16272	10383	48
R16273	10565	49
R16274	10883	49
R16275	11175	52
R16276	11523	54
R16277	11812	57
R16278	12181	57
R16279	12451	61
R16280	12867	63
R16281	13286	68
R16282	13286	68
R16283	13649	70
R16284	13649	70
R16285	14476	75
R16286	15101	78
R16287	15450	82
R16288	15789	84
R16289	16190	85
R16290	16190	85
R16291	16647	85
R16292	17476	89
R16293	17688	91
R16294	18004	96
R16295	18004	96
R16296	18883	104
R16297	19316	107
R16298	19366	109
R16299	19391	111
R16300	19657	112
R16301	20408	113
R16302	21315	117
R16303	22019	119
R16304	22019	119
R16305	22818	127
R16306	23445	129
R16307	23974	131
R16308	24639	133
R16309	25208	134
R16310	25781	138
R16311	26208	140
R16312	26674	141
R16313	27011	147
R16314	27350	148
R16315	27638	153
R16316	27897	157
R16317	28124	163
R16318	28124	163
R16319	28609	166
R16320	28811	167
R16321	28968	170
R16322	29130	175
R16323	29294	176
R16324	29472	176
R16325	29636	178
R16326	29758	179
R16327	29887	183
R16328	30017	186
R16329	30143	188
R16330	30252	190
R16331	30380	193
R16332	30538	197
R16333	30657	197
R16334	30770	197
R16335	30876	199
R16336	30996	202
R16337	31124	202
R16338	31263	203
R16339	31379	208
R16340	31512	210
R16341	31644	211
R16342	31759	212
R16343	31864	214
R16344	31959	214
R16345	32072	217
R16346	32175	218
R16347	32288	219
R16348	32390	220
R16349	32513	221
R16350	32626	222
R16351	32707	225
R16352	32828	227
R16353	32935	228
R16354	33046	229
R16355	33153	229
R16356	33260	229
R16357	33391	230
R16358	33567	230
R16359	33710	231
R16360	33909	231
R16361	34181	231
R16362	34424	231
R16363	34707	231
R16364	35009	231
R16365	35297	232
R16366	35620	232
R16367	36004	232
R16368	36277	232
R16369	36575	232
R16370		
R16371		
R16372		
R16373		
R16374	3	
R16375	3	
R16376	5	
R16377	8	
R16378	12	
R16379	18	
R16380	19	
R16381	31	
R16382	31	
R16383	41	
R16384	91	
R16385	94	
R16386	141	
R16387	189	
R16388	253	
R16389	298	
R16390	396	
R16391	464	
R16392	694	
R16393	833	
R16394	995	
R16395	1120	1
R16396	1236	1
R16397	1394	3
R16398	1654	6
R16399	1925	9
R16400	2279	9
R16401	2631	11
R16402	2817	16
R16403	3001	23
R16404	3308	31
R16405	3508	39
R16406	3858	44
R16407	4091	53
R16408	4472	59
R16409	4587	67
R16410	4822	78
R16411	5017	88
R16412	5312	99
R16413	5569	112
R16414	5732	119
R16415	5831	129
R16416	5991	138
R16417	6059	143
R16418	6111	161
R16419	6216	166
R16420	6433	169
R16421	6549	173
R16422	6606	181
R16423	6746	186
R16424	6900	194
R16425	7033	201
R16426	7132	208
R16427	7187	210
R16428	7273	214
R16429	7352	218
R16430	7404	220
R16431	7445	223
R16432	7504	227
R16433	7579	227
R16434	7682	236
R16435	7737	240
R16436	7755	245
R16437	7781	248
R16438	7819	252
R16439	7896	257
R16440	7974	262
R16441	8031	270
R16442	8077	273
R16443	8095	276
R16444	8123	280
R16445	8176	282
R16446	8221	283
R16447	8269	290
R16448	8351	293
R16449	8406	295
R16450	8455	296
R16451	8475	298
R16452	8586	297
R16453	8647	302
R16454	8721	304
R16455	8754	306
R16456	8813	312
R16457	8890	314
R16458	8955	315
R16459	9002	317
R16460	9050	317
R16461	9086	317
R16462	9140	319
R16463	9196	319
R16464	9230	319
R16465	9268	320
R16466	9302	321
R16467	9364	323
R16468	9438	325
R16469	9494	326
R16470	9529	327
R16471	9567	327
R16472	9628	327
R16473	9697	328
R16474	9751	328
R16475	9824	330
R16476	9855	328
R16477	9938	329
R16478	9991	328
R16479	10024	329
R16480	10064	330
R16481	10111	331
R16482	10162	333
R16483	10280	334
R16484	10406	335
R16485	10448	336
R16486	10498	336
R16487	10523	336
R16488	10650	339
R16489	10777	343
R16490	10870	345
R16491	11038	349
R16492	11298	349
R16493	11603	348
R16494	11805	348
R16495	11954	349
R16496	12046	349
R16497	12178	353
R16498	12319	353
R16499	12440	351
R16500	12515	348
R16501	12566	350
R16502	12685	351
R16503	12814	351
R16504	12919	352
R16505	13001	352
R16506	13115	352
R16507	13174	352
R16508	13238	353
R16509	13341	355
R16510	13475	355
R16511	13612	355
R16512	13742	358
R16513	13855	358
R16514	13945	359
R16515	14098	359
R16516	14324	360
R16517	14570	364
R16518	14800	365
R16519	15081	369
R16520	15212	369
R16521	15324	371
R16522	15516	373
R16523	15799	374
R16524	16093	374
R16525	16371	379
R16526	16574	382
R16527	16699	383
R16528	16800	384
R16529	17008	386
R16530	17286	383
R16531	17529	388
R16532	17731	390
R16533	18060	389
R16534	18235	389
R16535	18353	390
R16536	18494	390
R16537	18783	391
R16538	19075	391
R16539	19401	391
R16540	19693	394
R16541	19891	395
R16542	20012	397
R16543	20202	399
R16544	20483	401
R16545	20798	404
R16546	21045	406
R16547	21551	411
R16548	21790	411
R16549	21923	412
R16550	22181	415
R16551	22548	416
R16552	22951	418
R16553	23169	418
R16554	23777	419
R16555	24094	421
R16556	24367	423
R16557	24618	424
R16558	25117	425
R16559	25773	425
R16560	26452	426
R16561	27249	429
R16562	27752	431
R16563	28156	436
R16564	28716	437
R16565	29877	441
R16566	31036	444
R16567	32413	448
R16568	33860	450
R16569	35401	453
R16570	36188	456
R16571	37222	465
R16572	38896	476
R16573	41032	482
R16574	44155	489
R16575	46262	495
R16576	48306	499
R16577	49290	503
R16578	50764	522
R16579	53158	531
R16580	55464	555
R16581	58374	567
R16582	61318	581
R16583	63294	591
R16584	64597	606
R16585	65883	618
R16586	67843	636
R16587	70763	655
R16588	74255	678
R16589	78051	699
R16590	80605	711
R16591	82446	727
R16592	85566	758
R16593	90022	794
R16594	95360	829
R16595	100757	869
R16596	109374	905
R16597	114005	948
R16598	117110	987
R16599	121421	1051
R16600	129747	1106
R16601	139290	1172
R16602	149010	1230
R16603	160112	1283
R16604	168827	1352
R16605	173885	1422
R16606	181962	1513
R16607	193946	1619
R16608	208915	1739
R16609	223065	1845
R16610	238323	1971
R16611	250797	2077
R16612	258097	2201
R16613	268370	2365
R16614	284033	2547
R16615	297013	2675
R16616	310068	2862
R16617	323673	3078
R16618	335102	3251
R16619	341644	3429
R16620	350896	3654
R16621	362985	3913
R16622	378716	4133
R16623	391945	4330
R16624	403497	4484
R16625	411220	4681
R16626	414828	4858
R16627	417181	5028
R16628	429880	5323
R16629	438805	5570
R16630	446675	5755
R16631	454030	5926
R16632	458229	6058
R16633	460116	6208
R16634	465523	6416
R16635	469769	6558
R16636	475284	6740
R16637	481755	6874
R16638	487563	7021
R16639	490750	7095
R16640	492263	7196
R16641	496638	7360
R16642	502534	7499
R16643	505215	7611
R16644	511520	7779
R16645	515984	7967
R16646	518649	8054
R16647	519723	8138
R16648	523298	8295
R16649	528474	8407
R16650	533042	8515
R16651	537663	8641
R16652	542406	8738
R16653	544179	8815
R16654	546833	8902
R16655	546833	8902
R16656	551070	9036
R16657	556927	9136
R16658	563333	9226
R16659	569205	9341
R16660	575422	9450
R16661	579079	9535
R16662	581079	9609
R16663	586251	9743
R16664	594148	9882
R16665	602404	10036
R16666	610006	10163
R16667	618836	10271
R16668	624140	10331
R16669	627523	10411
R16670	635414	10562
R16671	646312	10664
R16672	660461	10776
R16673	664863	10859
R16674	667569	10950
R16675	670599	11044
R16676	674340	11152
R16677	685202	11302
R16678	701622	11429
R16679	718661	11580
R16680	732022	11711
R16681	735469	11827
R16682	740481	11960
R16683	746714	12070
R16684	759635	12257
R16685	776967	12436
R16686	794740	12621
R16687	809601	12800
R16688	822716	12978
R16689	831165	13115
R16690	835454	13272
R16691	844799	13485
R16692	855600	13656
R16693	866522	13856
R16694	874605	14029
R16695	883906	14215
R16696	889159	14338
R16697	891852	14449
R16698	899503	14646
R16699	909131	14820
R16700	917359	14973
R16701	924847	15130
R16702	933361	15270
R16703	937617	15369
R16704	940004	15453
R16705	946946	15618
R16706	956155	15791
R16707	964660	15944
R16708	972642	16072
R16709	980714	16211
R16710	984774	16308
R16711	987329	16392
R16712	994514	16545
R16713	1003657	16683
R16714	1013352	16826
R16715	1021477	16976
R16716	1030112	17129
R16717	1034975	17235
R16718	1037405	17333
R16719	1045132	17497
R16720	1055415	17642
R16721	1064952	17772
R16722	1073966	17902
R16723	1082849	18058
R16724	1088009	18143
R16725	1090860	18250
R16726	1099654	18430
R16727	1112322	18596
R16728	1123252	18739
R16729	1134957	18913
R16730	1146321	19097
R16731	1153159	19214
R16732	1157180	19330
R16733	1168491	19537
R16734	1184352	19682
R16735	1198168	19835
R16736	1212780	19999
R16737	1227595	20194
R16738	1235480	20339
R16739	1240051	20469
R16740	1252242	20701
R16741	1269058	20941
R16742	1284288	21128
R16743	1299002	21325
R16744	1312164	21558
R16745	1	
R16746	1	
R16747	2	
R16748	2	
R16749	2	
R16750	2	
R16751	3	
R16752	4	
R16753	14	
R16754	18	
R16755	23	1
R16756	30	1
R16757	36	1
R16758	45	2
R16759	48	2
R16760	51	3
R16761	51	3
R16762	65	6
R16763	65	6
R16764	81	8
R16765	98	8
R16766	109	9
R16767	134	13
R16768	134	13
R16769	154	18
R16770	154	18
R16771	161	18
R16772	180	18
R16773	180	18
R16774	180	18
R16775	215	20
R16776	223	20
R16777	234	20
R16778	235	20
R16779	241	20
R16780	254	21
R16781	267	22
R16782	287	23
R16783	307	25
R16784	327	25
R16785	332	25
R16786	350	25
R16787	359	25
R16788	377	25
R16789	394	25
R16790	416	28
R16791	442	28
R16792	459	28
R16793	471	30
R16794	491	30
R16795	572	31
R16796	604	32
R16797	674	33
R16798	674	33
R16799	682	34
R16800	705	34
R16801	797	35
R16802	863	36
R16803	937	39
R16804	937	39
R16805	991	41
R16806	1024	41
R16807	1102	44
R16808	1169	50
R16809	1242	50
R16810	1298	50
R16811	1455	61
R16812	1455	61
R16813	1538	61
R16814	1629	61
R16815	1731	61
R16816	1835	61
R16817	1945	63
R16818	2025	63
R16819	2141	63
R16820	2297	67
R16821	2403	68
R16822	2546	68
R16823	2660	69
R16824	2833	69
R16825	2966	69
R16826	3070	72
R16827	3195	72
R16828	3326	72
R16829	3495	75
R16830	3644	78
R16831	3764	81
R16832	3878	82
R16833	4016	85
R16834	4106	88
R16835	4259	90
R16836	4390	96
R16837	4515	98
R16838	4637	101
R16839	4724	106
R16840	4778	107
R16841	4837	112
R16842	4974	112
R16843	5100	115
R16844	5283	117
R16845	5477	122
R16846	5672	125
R16847	5826	130
R16848	5924	135
R16849	6027	135
R16850	6213	142
R16851	6411	142
R16852	6552	149
R16853	6690	153
R16854	6827	157
R16855	6939	167
R16856	7039	170
R16857	7122	175
R16858	7189	176
R16859	7311	179
R16860	7379	182
R16861	7411	182
R16862	7432	182
R16863	7432	182
R16864	7432	182
R16865	7846	189
R16866	7905	189
R16867	7971	189
R16868	8033	189
R16869	8075	190
R16870	8135	190
R16871	8163	192
R16872	8199	193
R16873	8249	193
R16874	8324	193
R16875	8403	194
R16876	8443	194
R16877	8534	196
R16878	8626	197
R16879	8720	201
R16880	8767	201
R16881	8801	204
R16882	8831	204
R16883	8844	208
R16884	8873	208
R16885	8931	210
R16886	9010	215
R16887	9070	215
R16888	9084	215
R16889	9115	215
R16890	9133	215
R16891	9178	215
R16892	9253	215
R16893	9309	215
R16894	9355	218
R16895	9436	218
R16896	9454	224
R16897	9489	224
R16898	9499	225
R16899	9538	225
R16900	9589	234
R16901	9605	238
R16902	9638	239
R16903	9676	240
R16904	9706	243
R16905	9721	243
R16906	9741	246
R16907	9757	247
R16908	9802	248
R16909	9811	251
R16910	9830	251
R16911	9842	251
R16912	9891	251
R16913	9912	254
R16914	9915	255
R16915	9994	255
R16916	10007	258
R16917	10045	258
R16918	10097	258
R16919	10104	259
R16920	10114	259
R16921	10125	259
R16922	10149	259
R16923	10178	259
R16924	10210	260
R16925	10233	260
R16926	10292	260
R16927	10324	260
R16928	10343	262
R16929	10361	262
R16930	10385	262
R16931	10390	264
R16932	10390	264
R16933	10401	267
R16934	10414	267
R16935	10442	267
R16936	10456	268
R16937	10488	268
R16938	10515	271
R16939	10519	271
R16940	10523	271
R16941	10537	271
R16942	10555	271
R16943	10578	271
R16944	10593	271
R16945	10612	271
R16946	10624	271
R16947	10631	272
R16948	10659	272
R16949	10685	272
R16950	10729	272
R16951	10752	274
R16952	10760	274
R16953	10778	274
R16954	10789	274
R16955	10804	276
R16956	10822	276
R16957	10835	276
R16958	10841	276
R16959	10851	276
R16960	10868	276
R16961	10872	276
R16962	10935	281
R16963	10935	281
R16964	10999	301
R16965	11000	302
R16966	11006	302
R16967	11052	303
R16968	11066	303
R16969	11066	303
R16970	11097	304
R16971	11122	304
R16972	11143	305
R16973	11143	305
R16974	11174	305
R16975	11191	305
R16976	11211	305
R16977	11211	305
R16978	11306	307
R16979	11306	307
R16980	11373	308
R16981	11395	308
R16982	11427	315
R16983	11450	315
R16984	11450	315
R16985	11517	315
R16986	11550	316
R16987	11591	316
R16988	11608	316
R16989	11642	316
R16990	11656	316
R16991	11692	318
R16992	11692	318
R16993	11760	319
R16994	11760	319
R16995	11839	321
R16996	11866	322
R16997	11918	323
R16998	12008	323
R16999	12129	324
R17000	12180	327
R17001	12180	327
R17002	12278	329
R17003	12310	331
R17004	12365	331
R17005	12470	333
R17006	12470	333
R17007	12608	333
R17008	12702	333
R17009	12772	333
R17010	12859	335
R17011	12987	336
R17012	13132	337
R17013	13281	337
R17014	13413	342
R17015	13527	344
R17016	13595	344
R17017	13750	344
R17018	13843	350
R17019	13997	350
R17020	14169	350
R17021	14342	352
R17022	14461	352
R17023	14513	356
R17024	14597	358
R17025	14930	364
R17026	15089	366
R17027	15089	366
R17028	15397	369
R17029	15495	370
R17030	15669	370
R17031	15810	370
R17032	16039	566
R17033	16282	573
R17034	16472	573
R17035	16763	573
R17036	16839	579
R17037	16917	579
R17038	17182	584
R17039	17376	584
R17040	17658	591
R17041	17849	591
R17042	17998	595
R17043	18102	596
R17044	18153	599
R17045	18248	599
R17046	18487	599
R17047	18738	610
R17048	18969	611
R17049	19159	611
R17050	19436	611
R17051	19496	619
R17052	19707	625
R17053	20003	626
R17054	20479	626
R17055	20556	628
R17056	20693	630
R17057	20908	631
R17058	21060	634
R17059	21140	640
R17060	21302	640
R17061	21398	644
R17062	21597	647
R17063	21713	654
R17064	21869	661
R17065	21954	661
R17066	22048	661
R17067	22178	661
R17068	22322	665
R17069	22455	665
R17070	22604	671
R17071	22771	671
R17072	22842	673
R17073	23043	675
R17074	23182	675
R17075	23222	678
R17076	23371	678
R17077	23485	679
R17078	23599	681
R17079	23671	681
R17080	23771	684
R17081	23890	686
R17082	24026	686
R17083	24152	691
R17084	24240	693
R17085	24295	693
R17086	24386	693
R17087	24423	695
R17088	24602	695
R17089	24794	695
R17090	24964	695
R17091	25080	700
R17092	25080	700
R17093	25144	700
R17094	25144	700
R17095	25144	700
R17096	25144	700
R17097	25691	707
R17098	25792	707
R17099	25913	707
R17100	25962	707
R17101	26050	711
R17102	26247	711
R17103	26340	711
R17104	26340	711
R17105	26469	712
R17106		
R17107		
R17108		
R17109		
R17110		
R17111		
R17112		
R17113		
R17114		
R17115		
R17116		
R17117		
R17118		
R17119		
R17120		
R17121		
R17122		
R17123		
R17124		
R17125		
R17126		
R17127		
R17128		
R17129		
R17130		
R17131	1	
R17132	1	
R17133	3	
R17134	4	
R17135	4	
R17136	6	
R17137	11	
R17138	11	
R17139	24	
R17140	24	
R17141	37	
R17142	92	
R17143	264	
R17144	444	
R17145	617	
R17146	804	
R17147	836	1
R17148	875	2
R17149	933	3
R17150	1025	4
R17151	1116	4
R17152	1225	6
R17153	1337	9
R17154	1420	13
R17155	1514	13
R17156	1572	24
R17157	1718	32
R17158	1862	34
R17159	2023	41
R17160	2200	52
R17161	2366	65
R17162	2564	72
R17163	2755	77
R17164	3039	90
R17165	3290	104
R17166	3573	123
R17167	3946	139
R17168	4269	161
R17169	4561	179
R17170	4875	187
R17171	5266	203
R17172	5597	218
R17173	5830	237
R17174	6014	247
R17175	6191	260
R17176	6369	273
R17177	6513	285
R17178	6706	299
R17179	6876	309
R17180	7074	321
R17181	7268	336
R17182	7437	346
R17183	7580	355
R17184	7711	364
R17185	7891	370
R17186	8108	384
R17187	8271	394
R17188	8408	403
R17189	8643	418
R17190	8773	422
R17191	8896	427
R17192	9049	434
R17193	9206	443
R17194	9356	452
R17195	9509	460
R17196	9605	475
